scenario_id,hour,gen_id,dispatch_mw
1,1,1,20.000000000000014
1,1,2,20.0
1,1,3,76.0
1,1,4,76.0
1,1,5,19.999999999999872
1,1,6,20.0
1,1,7,76.0
1,1,8,76.0
1,1,9,-9.947598300641403e-14
1,1,10,15.0
1,1,11,83.83747907707244
1,1,12,197.0
1,1,13,197.0
1,1,14,197.0
1,1,15,-2.984279490192421e-13
1,1,16,0.0
1,1,17,0.0
1,1,18,0.0
1,1,19,0.0
1,1,20,155.0
1,1,21,155.00000000000122
1,1,22,-1.1368683772161603e-13
1,1,23,-6.394884621840902e-14
1,1,24,50.0
1,1,25,50.0
1,1,26,50.0
1,1,27,50.0
1,1,28,50.0
1,1,29,50.0
1,1,30,155.0
1,1,31,155.0
1,1,32,0.0
1,2,1,19.99999999999993
1,2,2,20.0
1,2,3,76.0
1,2,4,76.0
1,2,5,20.000000000000142
1,2,6,20.0
1,2,7,76.0
1,2,8,76.0
1,2,9,-2.842170943040401e-14
1,2,10,15.0
1,2,11,15.0
1,2,12,197.0
1,2,13,197.0
1,2,14,197.0
1,2,15,-7.105427357601002e-14
1,2,16,0.0
1,2,17,0.0
1,2,18,0.0
1,2,19,0.0
1,2,20,155.0
1,2,21,155.00000000000065
1,2,22,-1.1368683772161603e-13
1,2,23,2.842170943040401e-14
1,2,24,50.0
1,2,25,50.0
1,2,26,50.0
1,2,27,50.0
1,2,28,50.0
1,2,29,50.0
1,2,30,155.0000000000001
1,2,31,67.90944276934475
1,2,32,0.0
1,3,1,20.0
1,3,2,20.0
1,3,3,76.0
1,3,4,76.0
1,3,5,20.0
1,3,6,20.0
1,3,7,76.0
1,3,8,76.00000000000006
1,3,9,-8.526512829121202e-14
1,3,10,15.0
1,3,11,15.0
1,3,12,196.99999999999994
1,3,13,197.0
1,3,14,197.0
1,3,15,-1.0516032489249483e-12
1,3,16,0.0
1,3,17,0.0
1,3,18,0.0
1,3,19,0.0
1,3,20,155.0
1,3,21,155.00000000000068
1,3,22,1.4210854715202004e-13
1,3,23,9.947598300641403e-14
1,3,24,50.0
1,3,25,50.0
1,3,26,50.0
1,3,27,50.0
1,3,28,50.0
1,3,29,50.0
1,3,30,72.93224337323454
1,3,31,50.0
1,3,32,0.0
1,4,1,19.99999999999993
1,4,2,20.0
1,4,3,76.0
1,4,4,76.0
1,4,5,19.99999999999998
1,4,6,20.0
1,4,7,76.0
1,4,8,76.0
1,4,9,2.842170943040401e-14
1,4,10,15.0
1,4,11,15.0
1,4,12,196.99999999999994
1,4,13,197.0
1,4,14,197.0
1,4,15,0.0
1,4,16,0.0
1,4,17,0.0
1,4,18,3.979039320256561e-13
1,4,19,0.0
1,4,20,117.24073803617107
1,4,21,50.00000000000003
1,4,22,5.684341886080802e-14
1,4,23,-1.4210854715202004e-14
1,4,24,50.0
1,4,25,50.0
1,4,26,50.0
1,4,27,50.0
1,4,28,50.0
1,4,29,50.0
1,4,30,50.000000000000256
1,4,31,50.0
1,4,32,0.0
1,5,1,20.0
1,5,2,20.000000000000043
1,5,3,76.0
1,5,4,76.0
1,5,5,19.999999999999964
1,5,6,20.0
1,5,7,76.0
1,5,8,76.0
1,5,9,-2.842170943040401e-14
1,5,10,15.0
1,5,11,15.0
1,5,12,197.00000000000009
1,5,13,197.0
1,5,14,197.0
1,5,15,-2.984279490192421e-13
1,5,16,0.0
1,5,17,0.0
1,5,18,0.0
1,5,19,0.0
1,5,20,155.0
1,5,21,64.35990506893583
1,5,22,-2.842170943040401e-14
1,5,23,1.4210854715202004e-14
1,5,24,50.0
1,5,25,50.0
1,5,26,50.0
1,5,27,50.0
1,5,28,50.0
1,5,29,50.0
1,5,30,50.000000000000014
1,5,31,50.0
1,5,32,0.0
1,6,1,19.999999999999957
1,6,2,20.0
1,6,3,76.0
1,6,4,76.0
1,6,5,20.000000000000007
1,6,6,20.0
1,6,7,76.0
1,6,8,76.0
1,6,9,-8.526512829121202e-14
1,6,10,15.0
1,6,11,15.0
1,6,12,197.00000000000009
1,6,13,197.0
1,6,14,197.0
1,6,15,-4.263256414560601e-13
1,6,16,0.0
1,6,17,0.0
1,6,18,0.0
1,6,19,0.0
1,6,20,155.0
1,6,21,96.17135892994477
1,6,22,5.684341886080802e-14
1,6,23,-2.1316282072803006e-14
1,6,24,50.0
1,6,25,50.0
1,6,26,50.0
1,6,27,50.0
1,6,28,50.0
1,6,29,50.0
1,6,30,49.99999999999997
1,6,31,50.0
1,6,32,0.0
1,7,1,19.999999999999986
1,7,2,20.0
1,7,3,76.0
1,7,4,76.0
1,7,5,19.99999999999998
1,7,6,20.0
1,7,7,76.0
1,7,8,76.0
1,7,9,-2.842170943040401e-14
1,7,10,15.0
1,7,11,15.0
1,7,12,197.0
1,7,13,197.0
1,7,14,197.0
1,7,15,-3.268496584496461e-13
1,7,16,0.0
1,7,17,0.0
1,7,18,0.0
