constraint_type,component_id,multiplier
p_balance_eq,1,-1.1165565056103325e-10
p_balance_eq,2,-1.0363760832288954e-10
p_balance_eq,3,2.2795651324584214e-10
p_balance_eq,4,-5.786373929690825e-11
p_balance_eq,5,-8.613797978765075e-11
p_balance_eq,6,-5.4076968975199604e-11
p_balance_eq,7,-4.695954916152573e-11
p_balance_eq,8,-3.066108012255738e-11
p_balance_eq,9,-2.0595434895472976e-11
p_balance_eq,10,-4.059791872664826e-11
p_balance_eq,11,-1.2457276190960781e-11
p_balance_eq,12,-3.0030565787972505e-11
p_balance_eq,13,-3.68271021129889e-11
p_balance_eq,14,1.7622341729304764e-11
p_balance_eq,15,6.038199386092211e-11
p_balance_eq,16,3.6976411726241786e-11
p_balance_eq,17,4.822446823954121e-11
p_balance_eq,18,5.886771239386893e-11
p_balance_eq,19,1.5946876770076406e-11
p_balance_eq,20,-1.2530305943834604e-11
p_balance_eq,21,5.256928246615888e-11
p_balance_eq,22,2.6530137057914643e-11
p_balance_eq,23,-2.5192612914973325e-11
p_balance_eq,24,1.237976285192567e-10
q_balance_eq,1,-6.758603972491598e-11
q_balance_eq,2,-6.203803867957218e-11
q_balance_eq,3,7.101497810163884e-11
q_balance_eq,4,-3.245092385194523e-11
q_balance_eq,5,-5.1302565466460286e-11
q_balance_eq,6,-3.6256113918599197e-11
q_balance_eq,7,-2.3243582162096602e-11
q_balance_eq,8,-1.934122161001726e-11
q_balance_eq,9,-9.32285062419975e-12
q_balance_eq,10,-2.8851346496853215e-11
q_balance_eq,11,-9.619711033382484e-12
q_balance_eq,12,-1.6378516954251225e-11
q_balance_eq,13,-1.7079435434591392e-11
q_balance_eq,14,5.049101621178429e-12
q_balance_eq,15,2.4044291360079266e-11
q_balance_eq,16,1.5321670608401134e-11
q_balance_eq,17,2.2908068561416646e-11
q_balance_eq,18,2.5563089360153915e-11
q_balance_eq,19,7.736632917079514e-12
q_balance_eq,20,-2.4206731848739797e-12
q_balance_eq,21,2.4612922553490232e-11
q_balance_eq,22,2.3739897378662426e-11
q_balance_eq,23,-7.935275740735027e-12
q_balance_eq,24,4.5611411396856674e-11
line_mva_ineq,1,-5.433981921056726e-10
line_mva_ineq,2,-7.265118457415445e-08
line_mva_ineq,3,8.912461896770384e-10
line_mva_ineq,4,-5.344628924035505e-10
line_mva_ineq,5,-5.443713192543911e-10
line_mva_ineq,6,-2.9628036469691724e-08
line_mva_ineq,7,-7.135745604217785e-10
line_mva_ineq,8,-5.435468405520941e-10
line_mva_ineq,9,-5.453458221230636e-10
line_mva_ineq,10,-4.507403472187387e-10
line_mva_ineq,11,-6.150453289491629e-10
line_mva_ineq,12,-5.443187949654836e-10
line_mva_ineq,13,-5.441023277728444e-10
line_mva_ineq,14,-7.125402226310171e-10
line_mva_ineq,15,-7.038614509948988e-10
line_mva_ineq,16,-5.449327793447453e-10
line_mva_ineq,17,-6.962539856203254e-10
line_mva_ineq,18,-5.997944337222071e-10
line_mva_ineq,19,-3.8580331978868876e-10
line_mva_ineq,20,-5.75930415972722e-10
line_mva_ineq,21,-5.810768054824605e-10
line_mva_ineq,22,-5.850001966035104e-10
line_mva_ineq,23,-4.709948357202443e-10
line_mva_ineq,24,-2.577539552551529e-10
line_mva_ineq,25,-5.835165249322946e-10
line_mva_ineq,26,-5.835169421468431e-10
line_mva_ineq,27,-5.771289048014643e-10
line_mva_ineq,28,-5.842450667321391e-10
line_mva_ineq,29,-2.9313881565219544e-10
line_mva_ineq,30,-1.9020756202769895e-10
line_mva_ineq,31,-5.791630863515537e-10
line_mva_ineq,32,-5.804980043451846e-10
line_mva_ineq,33,-5.804987982115677e-10
line_mva_ineq,34,-5.88908132869578e-10
line_mva_ineq,35,-5.889080393842458e-10
line_mva_ineq,36,-1.9721250107144292e-10
line_mva_ineq,37,-1.972344989833431e-10
line_mva_ineq,38,-5.88325228422225e-10
