constraint_type,component_id,value,lower,upper,variable_name,master_value
p_balance_eq,1,1.268605141253915e-08,0.0,0.0,,
p_balance_eq,2,1.9531028781070985e-08,0.0,0.0,,
p_balance_eq,3,-6.2992423241169985e-09,0.0,0.0,,
p_balance_eq,4,-1.0209894977601405e-08,0.0,0.0,,
p_balance_eq,5,-1.1726952228955303e-08,0.0,0.0,,
p_balance_eq,6,-9.60385361202639e-09,0.0,0.0,,
p_balance_eq,7,7.732800228678907e-10,0.0,0.0,,
p_balance_eq,8,-7.359036597439633e-10,0.0,0.0,,
p_balance_eq,9,4.0977914861789363e-10,0.0,0.0,,
p_balance_eq,10,1.5438232095273078e-09,0.0,0.0,,
p_balance_eq,11,-4.690806514741958e-09,0.0,0.0,,
p_balance_eq,12,-2.615788112434598e-08,0.0,0.0,,
p_balance_eq,13,-8.06176065005476e-09,0.0,0.0,,
p_balance_eq,14,-5.286771494809704e-10,0.0,0.0,,
p_balance_eq,15,-3.020202629588606e-09,0.0,0.0,,
p_balance_eq,16,-5.060331685853116e-09,0.0,0.0,,
p_balance_eq,17,-2.082364679514232e-08,0.0,0.0,,
p_balance_eq,18,-1.2109921785380117e-08,0.0,0.0,,
p_balance_eq,19,-5.2397842808486304e-08,0.0,0.0,,
p_balance_eq,20,-9.623221013294328e-08,0.0,0.0,,
p_balance_eq,21,-2.2004873538671615e-08,0.0,0.0,,
p_balance_eq,22,5.837165663295621e-08,0.0,0.0,,
p_balance_eq,23,1.955689895520473e-07,0.0,0.0,,
p_balance_eq,24,7.800256182983925e-10,0.0,0.0,,
q_balance_eq,1,8.891978279144819e-08,0.0,0.0,,
q_balance_eq,2,-1.0945058294172621e-07,0.0,0.0,,
q_balance_eq,3,5.239300320020285e-09,0.0,0.0,,
q_balance_eq,4,7.543596495007426e-09,0.0,0.0,,
q_balance_eq,5,1.0690442263600478e-08,0.0,0.0,,
q_balance_eq,6,6.755789184577916e-09,0.0,0.0,,
q_balance_eq,7,5.289432328636469e-10,0.0,0.0,,
q_balance_eq,8,9.054289000886141e-10,0.0,0.0,,
q_balance_eq,9,-6.274161041477531e-11,0.0,0.0,,
q_balance_eq,10,4.729849386777582e-09,0.0,0.0,,
q_balance_eq,11,-1.1469012049368944e-08,0.0,0.0,,
q_balance_eq,12,-1.8929566688806172e-08,0.0,0.0,,
q_balance_eq,13,-2.9701052022961276e-09,0.0,0.0,,
q_balance_eq,14,-8.454675517023846e-09,0.0,0.0,,
q_balance_eq,15,5.284339748694773e-09,0.0,0.0,,
q_balance_eq,16,-2.688951375868326e-08,0.0,0.0,,
q_balance_eq,17,2.3798881699836573e-08,0.0,0.0,,
q_balance_eq,18,3.783917832864403e-08,0.0,0.0,,
q_balance_eq,19,-6.250371510587813e-08,0.0,0.0,,
q_balance_eq,20,-1.5097804986742718e-07,0.0,0.0,,
q_balance_eq,21,2.757588657446912e-08,0.0,0.0,,
q_balance_eq,22,-2.3507247451658546e-07,0.0,0.0,,
q_balance_eq,23,-6.568168826992861e-07,0.0,0.0,,
q_balance_eq,24,3.161588775634237e-09,0.0,0.0,,
line_mva_ineq,1,-3.0613764598707136,-1e+19,0.0,,
line_mva_ineq,2,-5.214065019140885,-1e+19,0.0,,
line_mva_ineq,3,-2.619202175106617,-1e+19,0.0,,
line_mva_ineq,4,-2.841542705363679,-1e+19,0.0,,
line_mva_ineq,5,-2.7650220510652406,-1e+19,0.0,,
line_mva_ineq,6,-2.4833027915324912,-1e+19,0.0,,
line_mva_ineq,7,-14.802170462729544,-1e+19,0.0,,
line_mva_ineq,8,-2.9660721619675674,-1e+19,0.0,,
line_mva_ineq,9,-3.0423273005573113,-1e+19,0.0,,
line_mva_ineq,10,-5.490700796808873,-1e+19,0.0,,
line_mva_ineq,11,-2.780219717176684e-07,-1e+19,0.0,,
line_mva_ineq,12,-2.964686218339724,-1e+19,0.0,,
line_mva_ineq,13,-2.9830158767722152,-1e+19,0.0,,
line_mva_ineq,14,-14.967883928974064,-1e+19,0.0,,
line_mva_ineq,15,-13.914519762326798,-1e+19,0.0,,
line_mva_ineq,16,-7.416828866579758,-1e+19,0.0,,
line_mva_ineq,17,-13.169540737016199,-1e+19,0.0,,
line_mva_ineq,18,-18.819055640257783,-1e+19,0.0,,
line_mva_ineq,19,-5.1988649084846745,-1e+19,0.0,,
line_mva_ineq,20,-22.061923561762697,-1e+19,0.0,,
line_mva_ineq,21,-22.606692071441174,-1e+19,0.0,,
line_mva_ineq,22,-24.3445191239724,-1e+19,0.0,,
line_mva_ineq,23,-2.451403164058536,-1e+19,0.0,,
line_mva_ineq,24,-24.08778692750517,-1e+19,0.0,,
line_mva_ineq,25,-24.233359273915543,-1e+19,0.0,,
line_mva_ineq,26,-24.233359273915543,-1e+19,0.0,,
line_mva_ineq,27,-23.656143712912503,-1e+19,0.0,,
line_mva_ineq,28,-24.898632730500026,-1e+19,0.0,,
line_mva_ineq,29,-23.077267738835037,-1e+19,0.0,,
line_mva_ineq,30,-24.095217175754144,-1e+19,0.0,,
line_mva_ineq,31,-23.387920093625286,-1e+19,0.0,,
line_mva_ineq,32,-23.47981233362955,-1e+19,0.0,,
line_mva_ineq,33,-23.47981233362955,-1e+19,0.0,,
line_mva_ineq,34,-22.371222883460845,-1e+19,0.0,,
line_mva_ineq,35,-22.371222883460845,-1e+19,0.0,,
line_mva_ineq,36,-19.72092354093278,-1e+19,0.0,,
line_mva_ineq,37,-19.7209235409262,-1e+19,0.0,,
line_mva_ineq,38,-22.000947601665093,-1e+19,0.0,,
fixed_master_dispatch_eq,1,0.0,0.0,0.0,p_s26_t20_g1,20.000000000000256
fixed_master_dispatch_eq,2,0.0,0.0,0.0,p_s26_t20_g2,20.0
fixed_master_dispatch_eq,3,0.0,0.0,0.0,p_s26_t20_g3,76.0
fixed_master_dispatch_eq,4,0.0,0.0,0.0,p_s26_t20_g4,76.0
fixed_master_dispatch_eq,5,0.0,0.0,0.0,p_s26_t20_g5,20.000000000000018
fixed_master_dispatch_eq,6,0.0,0.0,0.0,p_s26_t20_g6,20.0
fixed_master_dispatch_eq,7,0.0,0.0,0.0,p_s26_t20_g7,76.0
fixed_master_dispatch_eq,8,0.0,0.0,0.0,p_s26_t20_g8,76.0
fixed_master_dispatch_eq,9,0.0,0.0,0.0,p_s26_t20_g9,99.99999999999996
fixed_master_dispatch_eq,10,0.0,0.0,0.0,p_s26_t20_g10,100.0
fixed_master_dispatch_eq,11,0.0,0.0,0.0,p_s26_t20_g11,100.0
fixed_master_dispatch_eq,12,0.0,0.0,0.0,p_s26_t20_g12,197.0
fixed_master_dispatch_eq,13,0.0,0.0,0.0,p_s26_t20_g13,197.0
fixed_master_dispatch_eq,14,0.0,0.0,0.0,p_s26_t20_g14,197.0
fixed_master_dispatch_eq,20,0.0,0.0,0.0,p_s26_t20_g20,155.0
fixed_master_dispatch_eq,21,0.0,0.0,0.0,p_s26_t20_g21,154.99999999999983
fixed_master_dispatch_eq,23,0.0,0.0,0.0,p_s26_t20_g23,235.82103103818284
fixed_master_dispatch_eq,24,0.0,0.0,0.0,p_s26_t20_g24,50.0
fixed_master_dispatch_eq,25,0.0,0.0,0.0,p_s26_t20_g25,50.0
fixed_master_dispatch_eq,26,0.0,0.0,0.0,p_s26_t20_g26,50.0
fixed_master_dispatch_eq,27,0.0,0.0,0.0,p_s26_t20_g27,50.0
fixed_master_dispatch_eq,28,0.0,0.0,0.0,p_s26_t20_g28,50.0
fixed_master_dispatch_eq,29,0.0,0.0,0.0,p_s26_t20_g29,50.0
fixed_master_dispatch_eq,30,0.0,0.0,0.0,p_s26_t20_g30,154.99999999999957
fixed_master_dispatch_eq,31,0.0,0.0,0.0,p_s26_t20_g31,155.0
fixed_master_dispatch_eq,32,0.0,0.0,0.0,p_s26_t20_g32,350.0
fixed_master_wind_eq,W14,0.0,0.0,0.0,wind_s26_t20_W14,46.501586675766944
fixed_master_wind_eq,W3,0.0,0.0,0.0,wind_s26_t20_W3,22.677382286047727
