constraint_type,component_id,multiplier,benders_coefficient,variable_name,master_value,notes
p_balance_eq,1,-4.9783408834413904e-08,,,,
p_balance_eq,2,-4.978917544226276e-08,,,,
p_balance_eq,3,-4.934629162216519e-08,,,,
p_balance_eq,4,-4.9534960926255e-08,,,,
p_balance_eq,5,-4.9514175315496654e-08,,,,
p_balance_eq,6,-4.926650760287627e-08,,,,
p_balance_eq,7,1.1606152269774556e-06,,,,
p_balance_eq,8,-4.982336509366295e-08,,,,
p_balance_eq,9,-4.984375165591529e-08,,,,
p_balance_eq,10,-4.9791698482150976e-08,,,,
p_balance_eq,11,-5.051071496587757e-08,,,,
p_balance_eq,12,-5.111605430770209e-08,,,,
p_balance_eq,13,-5.210235320130547e-08,,,,
p_balance_eq,14,-5.027018590163242e-08,,,,
p_balance_eq,15,-5.020522712104065e-08,,,,
p_balance_eq,16,-5.064514735682895e-08,,,,
p_balance_eq,17,-5.060300288452031e-08,,,,
p_balance_eq,18,-5.009353213728337e-08,,,,
p_balance_eq,19,-5.1238162906533806e-08,,,,
p_balance_eq,20,-5.213115979785803e-08,,,,
p_balance_eq,21,-5.071358954785851e-08,,,,
p_balance_eq,22,-5.160926369815201e-08,,,,
p_balance_eq,23,-5.258744511285466e-08,,,,
p_balance_eq,24,-4.971747041373585e-08,,,,
q_balance_eq,1,2.8133718028346025e-10,,,,
q_balance_eq,2,3.0398311728361457e-10,,,,
q_balance_eq,3,3.244405893825887e-10,,,,
q_balance_eq,4,4.296585037995555e-10,,,,
q_balance_eq,5,4.3055539288845194e-10,,,,
q_balance_eq,6,5.070772508080793e-10,,,,
q_balance_eq,7,7.51876922097324e-10,,,,
q_balance_eq,8,7.286865349597162e-10,,,,
q_balance_eq,9,4.1841570385219207e-10,,,,
q_balance_eq,10,4.5353919383121447e-10,,,,
q_balance_eq,11,2.0251581568240478e-10,,,,
q_balance_eq,12,1.299039918950141e-10,,,,
q_balance_eq,13,-2.830105280105172e-10,,,,
q_balance_eq,14,8.461381551070758e-11,,,,
q_balance_eq,15,-3.1266608183493116e-10,,,,
q_balance_eq,16,-2.787588059139277e-10,,,,
q_balance_eq,17,-3.256961548429488e-10,,,,
q_balance_eq,18,-3.1391590061695744e-10,,,,
q_balance_eq,19,-2.802313375074554e-10,,,,
q_balance_eq,20,-3.843005462815928e-10,,,,
q_balance_eq,21,-5.263639201833863e-10,,,,
q_balance_eq,22,-4.6187704728806277e-10,,,,
