case_id,scenario_id,hour,coefficient_family,component_type,component_id,bus_id,coefficient,source_constraint,notes
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,1,1,4.999980750592822e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,2,1,4.9999803065035634e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,3,1,1.3157697758750374e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,4,1,1.3157697758750375e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,5,2,4.999981781801459e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,6,2,4.999981781801459e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,7,2,1.3157712511729472e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,8,2,1.3157712265696675e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,9,7,2.0924116725594276e-10,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,10,7,1.000020925404584e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,11,7,1.000020925404584e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,12,13,5.07642533326279e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,13,13,5.07642540649763e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,14,13,5.076425406497629e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,15,15,-0.0010000000576981,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,16,15,-0.0010000000576981,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,17,15,-0.0010000000576981,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,18,15,-0.0010000000576981,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,19,15,-0.0010000000576981,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,20,15,6.4515542759334596e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,21,16,6.4516473279189406e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,22,18,-0.0010000001051622,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,23,21,-0.0010000000262119,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,24,22,2.000017070742524e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,25,22,2.000017070742483e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,26,22,2.000017070742483e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,27,22,2.000017070742483e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,28,22,2.000017070742483e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,29,22,2.0000170707424828e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,30,23,6.4519128288037084e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,31,23,6.4519129471042135e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_dispatch_active_power,generator,32,23,3.035503618491054e-10,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_wind_active_power,wind_farm,W14,14,1.2959304180356454e-05,fixed_master_wind_eq,Direct coefficient from explicit master-coupling equality Wind_ac - Wind_master_bar = 0.
case_b_ac_uc_benders,26,17,fixed_wind_active_power,wind_farm,W3,3,4.396932626633751e-05,fixed_master_wind_eq,Direct coefficient from explicit master-coupling equality Wind_ac - Wind_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,1,1,5.000020292774159e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,2,1,5.0000198486849e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,3,1,1.3158093180563753e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,4,1,1.3158093180563744e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,5,2,5.000024435863474e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,6,2,5.0000194620592654e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,7,2,1.3158089314307335e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,8,2,1.315808931430733e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,9,7,-3.6683708526223465e-10,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,10,7,9.99963317579333e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,11,7,9.999633175793538e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,12,13,5.075430239486151e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,13,13,5.075430312720991e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,14,13,5.075430312720992e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,15,15,-0.0009999997571225,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,16,15,-0.0009999997571225,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,17,15,-0.0009999997571225,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,18,15,-0.0009999997571225,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,19,15,-0.0009999997571225,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,20,15,6.451854851502677e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,21,16,6.451673302559879e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,22,18,-0.000999999634368,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,23,21,-0.0009999998139211,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
