component_type,component_id,value,unit
bus_voltage,1,1.0324774438393145,p.u.
bus_voltage,2,1.0331387309058617,p.u.
bus_voltage,3,0.993053228058221,p.u.
bus_voltage,4,1.0080300728196556,p.u.
bus_voltage,5,1.0114515353644278,p.u.
bus_voltage,6,0.995756877155972,p.u.
bus_voltage,7,1.023712002313847,p.u.
bus_voltage,8,1.0005156459251798,p.u.
bus_voltage,9,1.0032821522967308,p.u.
bus_voltage,10,1.0020953635197392,p.u.
bus_voltage,11,1.0181545249827992,p.u.
bus_voltage,12,1.0301095433327119,p.u.
bus_voltage,13,1.0560802999426713,p.u.
bus_voltage,14,1.0089049269417474,p.u.
bus_voltage,15,1.0085487978177825,p.u.
bus_voltage,16,1.0146530960594131,p.u.
bus_voltage,17,1.0039280059119522,p.u.
bus_voltage,18,0.998348508796539,p.u.
bus_voltage,19,1.0289255426218764,p.u.
bus_voltage,20,1.0507937396619633,p.u.
bus_voltage,21,1.0018651756629406,p.u.
bus_voltage,22,1.010612964442897,p.u.
bus_voltage,23,1.067531717013568,p.u.
bus_voltage,24,1.001888379781489,p.u.
bus_angle,13,0.0,rad
bus_angle,1,-0.1431463055162643,rad
bus_angle,2,-0.14238020063963897,rad
bus_angle,3,-0.21803036337952786,rad
bus_angle,4,-0.19919723713620294,rad
bus_angle,5,-0.1934964520510608,rad
bus_angle,6,-0.2362155321888552,rad
bus_angle,7,-0.07861533709171353,rad
bus_angle,8,-0.17768971516485238,rad
bus_angle,9,-0.1772491226326381,rad
bus_angle,10,-0.19077784896510794,rad
bus_angle,11,-0.10863878900243171,rad
bus_angle,12,-0.06879238186593026,rad
bus_angle,14,-0.13374114542191173,rad
bus_angle,15,-0.1389001187253523,rad
bus_angle,16,-0.11275594522840952,rad
bus_angle,17,-0.1246222422356352,rad
bus_angle,18,-0.1478566600306386,rad
bus_angle,19,-0.06992407344733897,rad
bus_angle,20,-0.003941599637805962,rad
bus_angle,21,-0.129126278008154,rad
bus_angle,22,-0.004947860112166642,rad
bus_angle,23,0.04207601442834079,rad
bus_angle,24,-0.16884860546134156,rad
reactive_generation,1,7.417369722920388,Mvar
reactive_generation,2,5.822056241744051,Mvar
reactive_generation,3,24.99074444892931,Mvar
reactive_generation,4,24.99071311827316,Mvar
reactive_generation,5,7.913649477004556,Mvar
reactive_generation,6,7.91364872535421,Mvar
reactive_generation,7,25.881326509195016,Mvar
reactive_generation,8,25.881359904292815,Mvar
reactive_generation,9,23.887326089524514,Mvar
reactive_generation,10,22.983922025885864,Mvar
reactive_generation,11,22.983980244306764,Mvar
reactive_generation,12,65.77996488993638,Mvar
reactive_generation,13,65.77996702541404,Mvar
reactive_generation,14,65.78000467177912,Mvar
reactive_generation,20,66.84106437811981,Mvar
reactive_generation,21,55.54366733596195,Mvar
reactive_generation,24,5.848681632984371,Mvar
reactive_generation,25,6.047364849767935,Mvar
reactive_generation,26,6.299980137847758,Mvar
reactive_generation,27,5.460772749332149,Mvar
reactive_generation,28,8.275333607538496,Mvar
reactive_generation,29,5.913720804411503,Mvar
reactive_generation,30,75.58227888651987,Mvar
reactive_generation,31,77.27346071333572,Mvar
reactive_generation,32,87.21806807825544,Mvar
fixed_master_dispatch_variable,1,20.000000000000018,MW
