scenario_id,hour,bus_id,theta_rad
1,1,1,-0.09477649061244871
1,1,2,-0.09443312854856242
1,1,3,-0.17063756803643534
1,1,4,-0.16760646864005335
1,1,5,-0.16030722074945172
1,1,6,-0.2077640875651621
1,1,7,-0.2744010544765767
1,1,8,-0.27752476662989983
1,1,9,-0.1699430662524261
1,1,10,-0.18176514496362192
1,1,11,-0.09707261545616323
1,1,12,-0.07942504158385816
1,1,13,0.0
1,1,14,-0.10381726274694678
1,1,15,-0.10392022883656504
1,1,16,-0.0901749713667329
1,1,17,-0.0907387523210616
1,1,18,-0.10794480171725566
1,1,19,-0.08169743917711603
1,1,20,-0.04755248301458731
1,1,21,-0.0910756725284163
1,1,22,0.03278835514378851
1,1,23,-0.01855996147138984
1,1,24,-0.12941823991516055
1,2,1,-0.08336723600261846
1,2,2,-0.08314104763079179
1,2,3,-0.15978384951141958
1,2,4,-0.16035437704118277
1,2,5,-0.1525263842075336
1,2,6,-0.2012803587669057
1,2,7,-0.3569561139566838
1,2,8,-0.32165111395668383
1,2,9,-0.16983447996034268
1,2,10,-0.18091054795302497
1,2,11,-0.09244983911876996
1,2,12,-0.08204805258892185
1,2,13,0.0
1,2,14,-0.09100861242916036
1,2,15,-0.09024791733933374
1,2,16,-0.07964339785209758
1,2,17,-0.07702927520380037
1,2,18,-0.09255463960377466
1,2,19,-0.08070111155960086
1,2,20,-0.056521123308889414
1,2,21,-0.07633023606069597
1,2,22,0.047128025904049985
1,2,23,-0.03365523880850137
1,2,24,-0.11682313736680985
1,3,1,-0.06444286751500744
1,3,2,-0.06403975246147851
1,3,3,-0.15070392883345776
1,3,4,-0.14444370108813548
1,3,5,-0.1353018658389778
1,3,6,-0.18421214960820365
1,3,7,-0.3300132495162513
1,3,8,-0.29854574951625124
1,3,9,-0.16037212636504425
1,3,10,-0.1685969726674582
1,3,11,-0.0954007817717427
1,3,12,-0.07939419332643838
1,3,13,0.0
1,3,14,-0.11034035260871088
1,3,15,-0.10483866779151003
1,3,16,-0.10011013924829107
1,3,17,-0.09336101094088761
1,3,18,-0.1067461623386276
1,3,19,-0.09557315369429463
1,3,20,-0.06838960893372628
1,3,21,-0.09075322835256738
1,3,22,0.031957414862406
1,3,23,-0.04457662088250719
1,3,24,-0.12236743839590686
1,4,1,-0.04966711465316257
1,4,2,-0.04878242206797171
1,4,3,-0.15539476337929628
1,4,4,-0.1314971497380042
1,4,5,-0.12022821022933919
1,4,6,-0.1681130799806928
1,4,7,-0.30422402156055983
1,4,8,-0.27659402156055984
1,4,9,-0.15315377562105376
1,4,10,-0.1563466675000659
1,4,11,-0.09293629232025491
1,4,12,-0.07848840106652258
1,4,13,0.0
1,4,14,-0.11295551248814197
1,4,15,-0.13667023005541604
1,4,16,-0.12345231651597409
1,4,17,-0.11759482215042236
1,4,18,-0.13125317263416042
1,4,19,-0.11495053613043123
1,4,20,-0.08616049579996596
1,4,21,-0.11766210310391097
1,4,22,0.0060963119662596306
1,4,23,-0.062162437437893986
1,4,24,-0.14382636613427746
1,5,1,-0.047927409010888655
1,5,2,-0.0474479731546882
1,5,3,-0.13915281923997516
1,5,4,-0.1298524582212519
1,5,5,-0.1200019622535863
1,5,6,-0.1691217606082437
1,5,7,-0.30897999910723056
1,5,8,-0.27981499910723057
1,5,9,-0.14972040020548769
1,5,10,-0.15644807800897345
1,5,11,-0.08700513127245538
1,5,12,-0.07881814135820206
1,5,13,0.0
1,5,14,-0.097565967232065
1,5,15,-0.09943833142292456
1,5,16,-0.09740399483632672
1,5,17,-0.08846478216684167
1,5,18,-0.10070548307603822
1,5,19,-0.10310939157936719
1,5,20,-0.08578017164483047
1,5,21,-0.0849770434075726
1,5,22,0.03738893759832896
1,5,23,-0.0677569898623559
1,5,24,-0.11461640150911695
1,6,1,-0.054343287042038065
1,6,2,-0.0538575722467377
1,6,3,-0.14491573863336976
1,6,4,-0.13550360587762025
1,6,5,-0.12580465610210256
1,6,6,-0.17473157927262797
1,6,7,-0.31658998076770983
1,6,8,-0.28665748076770986
1,6,9,-0.1539833990072377
1,6,10,-0.16098308252818194
1,6,11,-0.09031699345025293
1,6,12,-0.07907258412795973
1,6,13,0.0
1,6,14,-0.1027028931419404
1,6,15,-0.10475931431736657
1,6,16,-0.10199298726939117
1,6,17,-0.09372569134525553
1,6,18,-0.10631997506412025
1,6,19,-0.10224819165657281
1,6,20,-0.0798889982741571
1,6,21,-0.09047827938073816
1,6,22,0.03198183309069872
1,6,23,-0.05898395461102126
1,6,24,-0.12010628355153863
1,7,1,-0.05591489566844072
1,7,2,-0.05567370295883457
1,7,3,-0.13706177661459837
1,7,4,-0.13654528784217904
1,7,5,-0.1278357023767352
1,7,6,-0.17737407365967295
1,7,7,-0.32307711318427035
1,7,8,-0.29160961318427037
1,7,9,-0.15285645881615562
1,7,10,-0.16224036755238505
1,7,11,-0.08405396541925082
1,7,12,-0.0800442653311888
1,7,13,0.0
1,7,14,-0.084634406356945
1,7,15,-0.09047824256234287
1,7,16,-0.08567554591951337
1,7,17,-0.07895237003466961
1,7,18,-0.09234998182251049
1,7,19,-0.09570962946987446
1,7,20,-0.08101557251304115
1,7,21,-0.07636825353449239
1,7,22,0.04635165924013492
1,7,23,-0.06401503235476844
1,7,24,-0.10828152251309442
1,8,1,-0.0802342969281352
1,8,2,-0.07986041214352928
1,8,3,-0.1630183240423884
1,8,4,-0.1581278255521362
1,8,5,-0.14956894339809967
1,8,6,-0.19808705109401692
1,8,7,-0.34985953050000884
1,8,8,-0.3160895305000089
1,8,9,-0.17000542336170646
1,8,10,-0.17939035763831124
1,8,11,-0.09988779548533476
1,8,12,-0.0805814306390451
1,8,13,0.0
1,8,14,-0.11306179134509807
1,8,15,-0.1351706554437902
1,8,16,-0.11551984416911093
1,8,17,-0.1152395747987542
1,8,18,-0.13182352056122762
1,8,19,-0.09785347398812681
1,8,20,-0.05834103097585474
1,8,21,-0.117413575118452
1,8,22,0.007170002129817866
1,8,23,-0.027388469332797254
1,8,24,-0.14581346840599377
1,9,1,-0.08533496385017653
1,9,2,-0.08515148160171125
1,9,3,-0.16040274054881126
1,9,4,-0.1624881474904568
1,9,5,-0.15477415814847528
1,9,6,-0.20369378731852367
1,9,7,-0.35934367962408814
1,9,8,-0.3240386796240881
1,9,9,-0.1720691974720111
1,9,10,-0.18345096177616513
1,9,11,-0.09894423036741695
1,9,12,-0.08116632071923456
1,9,13,0.0
1,9,14,-0.10729820240423334
1,9,15,-0.11301717925893538
1,9,16,-0.1046998832792318
1,9,17,-0.10128543014831913
1,9,18,-0.11642653639281376
1,9,19,-0.09059162494538803
1,9,20,-0.05341223208780768
1,9,21,-0.09985656735574469
1,9,22,0.023315836472467072
1,9,23,-0.023455763256400232
1,9,24,-0.13112697771949913
1,10,1,-0.08789479128093007
1,10,2,-0.0879103179339025
1,10,3,-0.15497449279033776
1,10,4,-0.16434109172640357
1,10,5,-0.1574949697869385
1,10,6,-0.20684950403001232
1,10,7,-0.36637159720905904
1,10,8,-0.32953159720905906
1,10,9,-0.17164593726927946
1,10,10,-0.1850861371488386
1,10,11,-0.09270106035138755
1,10,12,-0.08230713572879257
1,10,13,0.0
1,10,14,-0.08874794749323794
1,10,15,-0.09057566163812646
1,10,16,-0.07912888053861264
1,10,17,-0.0776410433739362
1,10,18,-0.09376912329701292
1,10,19,-0.07863234644371542
1,10,20,-0.0524033857909464
1,10,21,-0.07722427517227985
1,10,22,0.0463445469879033
1,10,23,-0.02814339998034513
1,10,24,-0.11518758606227791
1,11,1,-0.10144444728917336
1,11,2,-0.10152195945904413
1,11,3,-0.16401256777257567
1,11,4,-0.1759107961055027
1,11,5,-0.16973506700857002
1,11,6,-0.21882448091235823
1,11,7,-0.3805725062621015
1,11,8,-0.3430191170461261
1,11,9,-0.17924223975378817
1,11,10,-0.1940769941828036
1,11,11,-0.09518613055522045
1,11,12,-0.08338489110179305
1,11,13,0.0
1,11,14,-0.0876275450760669
1,11,15,-0.09387116086961342
1,11,16,-0.07977233784624983
1,11,17,-0.08045983617632346
1,11,18,-0.09772528529755257
1,11,19,-0.07414890726545398
1,11,20,-0.04245032391048613
1,11,21,-0.08090957461143569
1,11,22,0.04299864182935352
1,11,23,-0.01479218753504914
1,11,24,-0.1206777810335585
1,12,1,-0.09781907452314126
1,12,2,-0.09771577959290778
1,12,3,-0.16354401357463252
1,12,4,-0.16936148722680425
1,12,5,-0.16320801895032344
1,12,6,-0.2110905338358225
1,12,7,-0.25817175574915513
1,12,8,-0.26982676924228494
1,12,9,-0.16814562529811505
1,12,10,-0.18263699129257432
1,12,11,-0.09300948747125404
1,12,12,-0.07934687717285238
1,12,13,0.0
1,12,14,-0.09259863677787253
1,12,15,-0.10381224381027658
1,12,16,-0.08872923901834764
1,12,17,-0.09100846598594123
1,12,18,-0.10913108044034978
1,12,19,-0.082045914479345
1,12,20,-0.048363710588771355
1,12,21,-0.0917925183003908
1,12,22,0.032246642571473354
1,12,23,-0.019208879375731194
1,12,24,-0.12664051222537284
1,13,1,-0.11199293915965118
1,13,2,-0.11187929070610882
1,13,3,-0.1763423382495738
1,13,4,-0.18201446170720303
1,13,5,-0.17616997031435136
1,13,6,-0.22367528539816833
1,13,7,-0.28423125010072736
1,13,8,-0.29030950494227825
1,13,9,-0.1780275126370648
1,13,10,-0.19307866914228086
1,13,11,-0.0990567999984133
1,13,12,-0.0804415340664517
1,13,13,0.0
1,13,14,-0.09985664640655041
1,13,15,-0.10823690487140779
1,13,16,-0.09091653142185037
1,13,17,-0.09481021072305937
1,13,18,-0.11376992149377999
1,13,19,-0.0763326750997999
1,13,20,-0.03516182682375667
1,13,21,-0.09632169472161553
1,13,22,0.02800238739913613
1,13,23,-0.0016458004913694722
1,13,24,-0.13426541733331365
1,14,1,-0.11805957652736697
1,14,2,-0.11773958852832425
1,14,3,-0.18466966764835896
1,14,4,-0.18357725673265513
1,14,5,-0.17802348309073732
1,14,6,-0.2238858211837041
1,14,7,-0.16484878848586207
1,14,8,-0.22241128848586209
1,14,9,-0.17223603560234046
1,14,10,-0.1873949413693837
1,14,11,-0.09930311175791269
1,14,12,-0.07692779320245012
1,14,13,0.0
1,14,14,-0.10628177471729366
1,14,15,-0.12162442819962575
1,14,16,-0.10139478207480825
1,14,17,-0.1083853721327237
1,14,18,-0.12898688126188623
1,14,19,-0.08141604738522991
1,14,20,-0.03382911765130565
1,14,21,-0.11085895787457062
1,14,22,0.013841961324142409
1,14,23,0.0038777894762893864
1,14,24,-0.14571903738511363
1,15,1,-0.12061738492889669
1,15,2,-0.12022194399485428
1,15,3,-0.18961059322728904
1,15,4,-0.18584170201320002
1,15,5,-0.18008650765290557
1,15,6,-0.22565616812524195
1,15,7,-0.16666482982361006
1,15,8,-0.22422732982361004
1,15,9,-0.17432212818922582
1,15,10,-0.18894093145799432
1,15,11,-0.10140471004463526
1,15,12,-0.07697853782320459
1,15,13,0.0
1,15,14,-0.11051343007575361
1,15,15,-0.12331177528056059
1,15,16,-0.10274616813442253
1,15,17,-0.10985431550383289
1,15,18,-0.13051226676116548
1,15,19,-0.08050359839942976
1,15,20,-0.030976238626578854
1,15,21,-0.11243510209328056
1,15,22,0.012307805652326346
1,15,23,0.007789084885885257
1,15,24,-0.1486498360422337
1,16,1,-0.13353291171622614
1,16,2,-0.1327765290793538
1,16,3,-0.2096697905116244
1,16,4,-0.1936522889478062
1,16,5,-0.18777510370634223
1,16,6,-0.23110209425935943
1,16,7,-0.056354895037247416
1,16,8,-0.1638048950372474
1,16,9,-0.1744130005370606
1,16,10,-0.18803288953743416
1,16,11,-0.10811197306610673
1,16,12,-0.07353897610411966
1,16,13,0.0
1,16,14,-0.13020108834921168
1,16,15,-0.141317736294732
1,16,16,-0.11710833131083297
1,16,17,-0.1275704097394526
1,16,18,-0.14999356106177938
1,16,19,-0.08269155920286181
1,16,20,-0.02093726882460085
1,16,21,-0.13134767561901076
1,16,22,-0.006136129537935972
1,16,23,0.02518848956354147
1,16,24,-0.16744050222887571
1,17,1,-0.14605568796379978
1,17,2,-0.14522340464494532
1,17,3,-0.2228872784023507
1,17,4,-0.20439932585361226
1,17,5,-0.19865614013025015
