cut_id,case_id,scenario_id,hour,variable_name,component_type,component_id,coefficient,xbar,source_constraint,notes
BC-002-0001,case_b_ac_uc_benders,26,17,p_s26_t17_g1,generator,1,-0.0003245417836161,19.99999999999976,p_balance_eq,Coefficient from constrained Ipopt P-balance multiplier.
BC-002-0001,case_b_ac_uc_benders,26,17,p_s26_t17_g2,generator,2,-0.0003245417836161,20.0,p_balance_eq,Coefficient from constrained Ipopt P-balance multiplier.
BC-002-0001,case_b_ac_uc_benders,26,17,p_s26_t17_g3,generator,3,-0.0003245417836161,76.0,p_balance_eq,Coefficient from constrained Ipopt P-balance multiplier.
BC-002-0001,case_b_ac_uc_benders,26,17,p_s26_t17_g4,generator,4,-0.0003245417836161,76.0,p_balance_eq,Coefficient from constrained Ipopt P-balance multiplier.
BC-002-0001,case_b_ac_uc_benders,26,17,p_s26_t17_g5,generator,5,-0.0003245328308756,20.0,p_balance_eq,Coefficient from constrained Ipopt P-balance multiplier.
BC-002-0001,case_b_ac_uc_benders,26,17,p_s26_t17_g6,generator,6,-0.0003245328308756,20.0,p_balance_eq,Coefficient from constrained Ipopt P-balance multiplier.
BC-002-0001,case_b_ac_uc_benders,26,17,p_s26_t17_g7,generator,7,-0.0003245328308756,76.0,p_balance_eq,Coefficient from constrained Ipopt P-balance multiplier.
BC-002-0001,case_b_ac_uc_benders,26,17,p_s26_t17_g8,generator,8,-0.0003245328308756,76.0000000000003,p_balance_eq,Coefficient from constrained Ipopt P-balance multiplier.
BC-002-0001,case_b_ac_uc_benders,26,17,p_s26_t17_g9,generator,9,0.0001201521715696,79.99999999999999,p_balance_eq,Coefficient from constrained Ipopt P-balance multiplier.
BC-002-0001,case_b_ac_uc_benders,26,17,p_s26_t17_g10,generator,10,0.0001201521715696,100.0,p_balance_eq,Coefficient from constrained Ipopt P-balance multiplier.
BC-002-0001,case_b_ac_uc_benders,26,17,p_s26_t17_g11,generator,11,0.0001201521715696,100.0,p_balance_eq,Coefficient from constrained Ipopt P-balance multiplier.
BC-002-0001,case_b_ac_uc_benders,26,17,p_s26_t17_g12,generator,12,-0.0003234260504971,196.99999999999991,p_balance_eq,Coefficient from constrained Ipopt P-balance multiplier.
BC-002-0001,case_b_ac_uc_benders,26,17,p_s26_t17_g13,generator,13,-0.0003234260504971,197.0,p_balance_eq,Coefficient from constrained Ipopt P-balance multiplier.
BC-002-0001,case_b_ac_uc_benders,26,17,p_s26_t17_g14,generator,14,-0.0003234260504971,197.0,p_balance_eq,Coefficient from constrained Ipopt P-balance multiplier.
BC-002-0001,case_b_ac_uc_benders,26,17,p_s26_t17_g15,generator,15,-0.0003245263244402,-5.684341886080803e-14,p_balance_eq,Coefficient from constrained Ipopt P-balance multiplier.
BC-002-0001,case_b_ac_uc_benders,26,17,p_s26_t17_g16,generator,16,-0.0003245263244402,0.0,p_balance_eq,Coefficient from constrained Ipopt P-balance multiplier.
BC-002-0001,case_b_ac_uc_benders,26,17,p_s26_t17_g17,generator,17,-0.0003245263244402,0.0,p_balance_eq,Coefficient from constrained Ipopt P-balance multiplier.
