scenario_id,hour,line_id,from_bus,to_bus,flow_mw,rate_mw,loading_percent
1,1,1,1,2,-2.470230675440999,175.0,-1.4115603859662853
1,1,2,1,3,35.91907074999364,229.99999999999997,15.61698728260593
1,1,3,1,5,77.55115992544751,175.0,44.314948528827145
1,1,4,2,4,57.75322817007975,175.0,33.001844668617
1,1,5,2,6,59.0265411544791,175.0,33.729452088273774
1,1,6,3,9,-0.5836149445453405,160.0,-0.3647593403408378
1,1,7,3,24,-49.12911575837281,400.0,-12.282278939593203
1,1,8,4,9,2.253228170079887,175.0,1.287558954331364
1,1,9,5,10,24.301159925447692,175.0,13.886377100255825
1,1,10,6,10,-42.97345884552086,250.0,-17.189383538208347
1,1,11,7,8,5.0874790770724205,175.0,2.9071309011842406
1,1,12,8,9,-65.16153869017239,175.0,-37.23516496581279
1,1,13,8,10,-58.00098223275515,175.0,-33.14341841871723
1,1,14,9,11,-86.8539342029356,400.0,-21.713483550733898
1,1,15,9,12,-107.88799126170206,400.0,-26.971997815425517
1,1,16,10,11,-100.9446120470308,300.0,-33.64820401567693
1,1,17,10,12,-121.97866910579725,400.0,-30.494667276449313
1,1,18,11,13,-203.93406608437655,500.0,-40.78681321687531
1,1,19,11,14,16.135519834410157,229.99999999999997,7.015443406265287
1,1,20,12,13,-166.8593310585256,500.0,-33.37186621170512
1,1,21,12,23,-63.00732930897356,500.0,-12.601465861794711
1,1,22,13,23,21.456602857097966,500.0,4.291320571419593
1,1,23,14,16,-35.07015778975328,210.0,-16.700075137977752
1,1,24,15,16,-79.45235531694921,500.0,-15.89047106338984
1,1,25,15,21,-26.213380220711844,500.0,-5.242676044142368
1,1,26,15,21,-26.213380220711844,500.0,-5.242676044142368
1,1,27,15,24,49.12911575837284,500.0,9.825823151674568
1,1,28,16,17,2.176760441423549,500.0,0.4353520882847098
1,1,29,16,19,-36.69927354812476,500.0,-7.339854709624952
1,1,30,17,18,119.48645414023657,500.0,23.897290828047318
1,1,31,17,22,-117.309693698813,500.0,-23.4619387397626
1,1,32,18,21,-65.13177292988169,500.0,-13.026354585976337
1,1,33,18,21,-65.13177292988169,500.0,-13.026354585976337
1,1,34,19,20,-86.22463677406229,500.0,-17.244927354812457
1,1,35,19,20,-86.22463677406229,500.0,-17.244927354812457
1,1,36,20,23,-134.22463677406222,500.0,-26.844927354812445
1,1,37,20,23,-134.22463677406222,500.0,-26.844927354812445
1,1,38,21,22,-182.69030630118704,500.0,-36.53806126023741
1,2,1,1,2,-1.6272544735731573,175.0,-0.9298596991846614
1,2,2,1,3,36.18210866893993,229.99999999999997,15.731351595191276
1,2,3,1,5,81.84514580463333,175.0,46.76865474550476
1,2,4,2,4,60.94185430970093,175.0,34.82391674840053
1,2,5,2,6,61.53089121672601,175.0,35.16050926670058
1,2,6,3,9,8.445907940271628,160.0,5.278692462669768
1,2,7,3,24,-51.20466286604277,400.0,-12.80116571651069
1,2,8,4,9,9.141854309701023,175.0,5.223916748400584
