scenario_id,hour,wind_id,available_mw,used_mw,curtailed_mw
1,1,W3,49.36819854708829,49.36819854708829,0.0
1,1,W14,94.2943223758374,94.2943223758374,0.0
1,2,W3,47.05913640528901,47.05913640528901,0.0
1,2,W14,110.0314208253642,110.0314208253642,0.0
1,3,W3,50.507105713713706,50.507105713713706,0.0
1,3,W14,64.06065091305067,64.06065091305067,0.0
1,4,W3,42.2680611278858,42.2680611278858,0.0
1,4,W14,95.49120083594144,95.49120083594144,0.0
1,5,W3,48.04163420921818,48.04163420921818,0.0
1,5,W14,94.59846072184408,94.59846072184408,0.0
1,6,W3,48.564930874558286,48.564930874558286,0.0
1,6,W14,90.76371019549572,90.76371019549572,0.0
1,7,W3,57.54797933527171,57.54797933527171,0.0
1,7,W14,127.38783663417756,127.38783663417756,0.0
1,8,W3,68.56814614103558,68.56814614103558,0.0
1,8,W14,106.722165354605,106.722165354605,0.0
1,9,W3,65.36665178502693,65.36665178502693,0.0
1,9,W14,109.13493735272466,109.13493735272466,0.0
1,10,W3,64.42657520389008,64.42657520389008,0.0
1,10,W14,124.40952924802146,124.40952924802146,0.0
1,11,W3,66.52246608752476,66.52246608752476,0.0
1,11,W14,143.3894055997294,143.3894055997294,0.0
1,12,W3,69.16203488023699,69.16203488023699,0.0
1,12,W14,142.3558584534264,142.3558584534264,0.0
1,13,W3,64.79637103262444,64.79637103262444,0.0
1,13,W14,130.30419111468555,130.30419111468555,0.0
1,14,W3,64.5876349392512,64.5876349392512,0.0
1,14,W14,135.6416709772445,135.6416709772445,0.0
1,15,W3,58.664385287464825,58.664385287464825,0.0
1,15,W14,123.14154940541044,123.14154940541044,0.0
1,16,W3,45.98990453958706,45.98990453958706,0.0
1,16,W14,88.09775348907051,88.09775348907051,0.0
1,17,W3,38.280809762675794,38.280809762675794,0.0
1,17,W14,85.82235687557852,85.82235687557852,0.0
1,18,W3,37.650053933009026,37.650053933009026,0.0
1,18,W14,70.46779076975176,70.46779076975176,0.0
1,19,W3,34.04039917712198,34.04039917712198,0.0
1,19,W14,62.67562139520387,62.67562139520387,0.0
1,20,W3,36.572785559523936,36.572785559523936,0.0
1,20,W14,74.66137855371888,74.66137855371888,0.0
1,21,W3,34.38246691934924,34.38246691934924,0.0
1,21,W14,67.11119780012497,67.11119780012497,0.0
1,22,W3,43.13239255103497,43.13239255103497,0.0
1,22,W14,75.83569414490377,75.83569414490377,0.0
1,23,W3,46.734692299480024,46.734692299480024,0.0
1,23,W14,63.82926859807975,63.82926859807975,0.0
1,24,W3,51.5548942178866,51.5548942178866,0.0
1,24,W14,83.62281001569743,83.62281001569743,0.0
2,1,W3,78.60997655205439,78.60997655205439,0.0
2,1,W14,86.5513826194062,86.5513826194062,0.0
2,2,W3,86.95522671306519,86.95522671306519,0.0
2,2,W14,76.22700802272958,76.22700802272958,0.0
2,3,W3,73.5378355391483,73.5378355391483,0.0
2,3,W14,96.96215330091968,96.96215330091968,0.0
2,4,W3,71.68584666968921,71.68584666968921,0.0
2,4,W14,96.25382997196216,96.25382997196216,0.0
2,5,W3,90.26978839725405,90.26978839725405,0.0
2,5,W14,101.71108014597624,101.71108014597624,0.0
2,6,W3,94.02387787228028,94.02387787228028,0.0
2,6,W14,114.13297708174996,114.13297708174996,0.0
2,7,W3,81.97915905145041,81.97915905145041,0.0
2,7,W14,99.48846572413925,99.48846572413925,0.0
2,8,W3,102.32110376318629,102.32110376318629,0.0
2,8,W14,82.0583021524406,82.0583021524406,0.0
2,9,W3,108.54537035507524,108.54537035507524,0.0
2,9,W14,133.5264183430148,133.5264183430148,0.0
2,10,W3,113.62886211941584,113.62886211941584,0.0
2,10,W14,139.77592691172416,139.77592691172416,0.0
2,11,W3,136.8134160207626,136.8134160207626,0.0
2,11,W14,117.16617591866896,117.16617591866896,0.0
2,12,W3,110.21669075710976,110.21669075710976,0.0
2,12,W14,118.68107848320206,118.68107848320206,0.0
2,13,W3,97.32201657982937,97.32201657982937,0.0
2,13,W14,118.14670047316524,118.14670047316524,0.0
2,14,W3,86.32898227844404,86.32898227844404,0.0
