case_id,scenario_id,hour,coefficient_family,component_type,component_id,bus_id,coefficient,source_constraint,notes
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,1,1,5.000001378911446e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,2,1,5.0000009348221865e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,3,1,1.3157904041936614e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,4,1,1.3157904041936616e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,5,2,4.9999997075461136e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,6,2,5.000000773360012e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,7,2,1.3157902427314868e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,8,2,1.315790242731487e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,9,7,-1.6765280610633232e-10,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,10,7,9.999832360072572e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,11,7,9.999832360072572e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,12,13,5.0757468968190455e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,13,13,5.075747116523559e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,14,13,5.07574711652356e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,15,15,-0.0009999998360541,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,16,15,-0.0009999998360541,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,17,15,-0.0009999998360541,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,18,15,-0.0009999998360541,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,19,15,-0.0009999998360541,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,20,15,6.451775919912303e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,21,16,6.451696737494919e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,22,18,-0.0009999997439278,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,23,21,-0.0009999998435021,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,24,22,1.9999932247873867e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,25,22,1.9999932247873684e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,26,22,1.999993224787368e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,27,22,1.999993224787368e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,28,22,1.999993224787368e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,29,22,1.9999932247873684e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,30,23,6.451060225539762e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,31,23,6.4510599889386015e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_dispatch_active_power,generator,32,23,-5.471498843506307e-10,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_wind_active_power,wind_farm,W14,14,1.9749082219269953e-05,fixed_master_wind_eq,Direct coefficient from explicit master-coupling equality Wind_ac - Wind_master_bar = 0.
case_b_ac_uc_benders,21,24,fixed_wind_active_power,wind_farm,W3,3,2.0781570143758163e-05,fixed_master_wind_eq,Direct coefficient from explicit master-coupling equality Wind_ac - Wind_master_bar = 0.
case_b_ac_uc_benders,33,17,fixed_dispatch_active_power,generator,1,1,5.000000138408058e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,33,17,fixed_dispatch_active_power,generator,2,1,5.000000582497238e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,33,17,fixed_dispatch_active_power,generator,3,1,1.315790051868714e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,33,17,fixed_dispatch_active_power,generator,4,1,1.3157900518687134e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,33,17,fixed_dispatch_active_power,generator,5,2,5.00000184650961e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,33,17,fixed_dispatch_active_power,generator,6,2,5.0000004254237014e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,33,17,fixed_dispatch_active_power,generator,7,2,1.315789894795176e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,33,17,fixed_dispatch_active_power,generator,8,2,1.315789894795176e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,33,17,fixed_dispatch_active_power,generator,9,7,1.2104106784272618e-10,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,33,17,fixed_dispatch_active_power,generator,10,7,1.000012105394642e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,33,17,fixed_dispatch_active_power,generator,11,7,1.0000121053946424e-05,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,33,17,fixed_dispatch_active_power,generator,12,13,5.076156278389901e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,33,17,fixed_dispatch_active_power,generator,13,13,5.076156278389898e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,33,17,fixed_dispatch_active_power,generator,14,13,5.0761562783899e-06,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,33,17,fixed_dispatch_active_power,generator,15,15,-0.0009999998448255,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
case_b_ac_uc_benders,33,17,fixed_dispatch_active_power,generator,16,15,-0.0009999998448255,fixed_master_dispatch_eq,Direct coefficient from explicit master-coupling equality Pg_ac - Pg_master_bar = 0.
