constraint_type,component_id,value,lower,upper,variable_name,master_value
p_balance_eq,1,2.763408681502838e-12,0.0,0.0,,
p_balance_eq,2,3.491564589027925e-12,0.0,0.0,,
p_balance_eq,3,-2.6315267595344383e-12,0.0,0.0,,
p_balance_eq,4,-2.1015975070975772e-12,0.0,0.0,,
p_balance_eq,5,-2.1474471726805897e-12,0.0,0.0,,
p_balance_eq,6,-3.738088229288171e-12,0.0,0.0,,
p_balance_eq,7,5.876579808167769e-12,0.0,0.0,,
p_balance_eq,8,-5.724999659825487e-12,0.0,0.0,,
p_balance_eq,9,-3.2643461721828257e-12,0.0,0.0,,
p_balance_eq,10,-3.712507254063522e-12,0.0,0.0,,
p_balance_eq,11,5.172979286680729e-13,0.0,0.0,,
p_balance_eq,12,9.592750694874534e-13,0.0,0.0,,
p_balance_eq,13,6.637833895719117e-12,0.0,0.0,,
p_balance_eq,14,-2.245463628133392e-12,0.0,0.0,,
p_balance_eq,15,-1.8552022143516968e-12,0.0,0.0,,
p_balance_eq,16,9.12857434431989e-13,0.0,0.0,,
p_balance_eq,17,-3.16441723322567e-13,0.0,0.0,,
p_balance_eq,18,-4.311696353483129e-12,0.0,0.0,,
p_balance_eq,19,-2.9512844432037517e-12,0.0,0.0,,
p_balance_eq,20,-2.182128567399552e-12,0.0,0.0,,
p_balance_eq,21,-4.272898512471717e-13,0.0,0.0,,
p_balance_eq,22,4.905932516682126e-12,0.0,0.0,,
p_balance_eq,23,1.1393793427761213e-11,0.0,0.0,,
p_balance_eq,24,1.3003421954385207e-13,0.0,0.0,,
q_balance_eq,1,-2.3564350348425028e-11,0.0,0.0,,
q_balance_eq,2,-2.3819676615112256e-11,0.0,0.0,,
q_balance_eq,3,-4.763716175270206e-12,0.0,0.0,,
q_balance_eq,4,-4.13428966659446e-12,0.0,0.0,,
q_balance_eq,5,-5.181251930521844e-12,0.0,0.0,,
q_balance_eq,6,-4.763095785469747e-12,0.0,0.0,,
q_balance_eq,7,-4.712808920851884e-12,0.0,0.0,,
q_balance_eq,8,-6.502907111380937e-12,0.0,0.0,,
q_balance_eq,9,-9.033401677473651e-12,0.0,0.0,,
q_balance_eq,10,-1.240928832875964e-11,0.0,0.0,,
q_balance_eq,11,-1.1195287663458406e-11,0.0,0.0,,
