component_type,component_id,value,unit
bus_voltage,1,1.0017060653921348,p.u.
bus_voltage,2,1.0018765296904837,p.u.
bus_voltage,3,0.9762269504917475,p.u.
bus_voltage,4,0.9836990551489494,p.u.
bus_voltage,5,0.9855027450794493,p.u.
bus_voltage,6,0.9722579124984413,p.u.
bus_voltage,7,0.9990751083511797,p.u.
bus_voltage,8,0.9776652888720245,p.u.
bus_voltage,9,0.985108025148091,p.u.
bus_voltage,10,0.9816131111712405,p.u.
bus_voltage,11,1.0036969427715272,p.u.
bus_voltage,12,1.0154714358709624,p.u.
bus_voltage,13,1.0417785017940384,p.u.
bus_voltage,14,0.9993349362523314,p.u.
bus_voltage,15,1.0033214819307543,p.u.
bus_voltage,16,1.0096575102870382,p.u.
bus_voltage,17,1.0007065757456775,p.u.
bus_voltage,18,0.9952002262534801,p.u.
bus_voltage,19,1.024378037419494,p.u.
bus_voltage,20,1.046564135162734,p.u.
bus_voltage,21,0.9988124294887487,p.u.
bus_voltage,22,1.0141130220443864,p.u.
bus_voltage,23,1.0634393571651592,p.u.
bus_voltage,24,0.9921836678095719,p.u.
bus_angle,13,0.0,rad
bus_angle,1,-0.14472000781879263,rad
bus_angle,2,-0.14392242185604318,rad
bus_angle,3,-0.22234125508479766,rad
bus_angle,4,-0.2040577938788813,rad
bus_angle,5,-0.19823914888500846,rad
bus_angle,6,-0.24313780919356748,rad
bus_angle,7,-0.07792976837139119,rad
bus_angle,8,-0.18183699508982681,rad
bus_angle,9,-0.1812285811333763,rad
bus_angle,10,-0.19566029473866844,rad
bus_angle,11,-0.10953388541042655,rad
bus_angle,12,-0.07072805599391932,rad
bus_angle,14,-0.13233134276373776,rad
bus_angle,15,-0.1403451751822591,rad
bus_angle,16,-0.11383910619680367,rad
bus_angle,17,-0.1258578561974909,rad
bus_angle,18,-0.14926389619630057,rad
bus_angle,19,-0.07205315061967606,rad
bus_angle,20,-0.006708959826398418,rad
bus_angle,21,-0.1304375964892738,rad
bus_angle,22,-0.00627172077923188,rad
bus_angle,23,0.03904295995753802,rad
bus_angle,24,-0.17114876403343854,rad
reactive_generation,1,6.236074255239556,Mvar
reactive_generation,2,6.236074255240443,Mvar
reactive_generation,3,20.450687757673137,Mvar
reactive_generation,4,20.450688215218605,Mvar
reactive_generation,5,6.2253558113419825,Mvar
reactive_generation,6,6.225355811342036,Mvar
reactive_generation,7,20.4551816901411,Mvar
reactive_generation,8,20.455181684682614,Mvar
reactive_generation,9,22.438460419734785,Mvar
reactive_generation,10,21.98938464643355,Mvar
reactive_generation,11,21.98938466213463,Mvar
reactive_generation,12,61.403695715792864,Mvar
reactive_generation,13,61.40369571580162,Mvar
reactive_generation,14,61.403695732143206,Mvar
reactive_generation,20,65.29828379219373,Mvar
reactive_generation,21,59.413694889591355,Mvar
reactive_generation,24,8.963121915550692,Mvar
reactive_generation,25,9.025752922253439,Mvar
reactive_generation,26,9.104015342021814,Mvar
reactive_generation,27,8.979115725133097,Mvar
reactive_generation,28,8.953471847678541,Mvar
reactive_generation,29,9.156195069624701,Mvar
reactive_generation,30,65.02997374587666,Mvar
reactive_generation,31,65.02684507135928,Mvar
reactive_generation,32,134.03238451157463,Mvar
fixed_master_dispatch_variable,1,20.0000000000001,MW
fixed_master_dispatch_variable,2,20.0,MW
fixed_master_dispatch_variable,3,76.0,MW
fixed_master_dispatch_variable,4,76.0,MW
fixed_master_dispatch_variable,5,19.999999999999886,MW
fixed_master_dispatch_variable,6,20.0,MW
fixed_master_dispatch_variable,7,76.0,MW
fixed_master_dispatch_variable,8,76.0,MW
fixed_master_dispatch_variable,9,79.9999999999976,MW
fixed_master_dispatch_variable,10,100.0,MW
fixed_master_dispatch_variable,11,100.0,MW
fixed_master_dispatch_variable,12,196.99999999999997,MW
fixed_master_dispatch_variable,13,197.0,MW
fixed_master_dispatch_variable,14,197.0,MW
fixed_master_dispatch_variable,20,155.0,MW
fixed_master_dispatch_variable,21,155.0,MW
fixed_master_dispatch_variable,24,50.0,MW
fixed_master_dispatch_variable,25,50.0,MW
fixed_master_dispatch_variable,26,50.0,MW
fixed_master_dispatch_variable,27,50.0,MW
fixed_master_dispatch_variable,28,50.0,MW
fixed_master_dispatch_variable,29,50.0,MW
fixed_master_dispatch_variable,30,155.0,MW
fixed_master_dispatch_variable,31,155.0,MW
fixed_master_dispatch_variable,32,333.7757480278624,MW
fixed_master_wind_variable,W14,75.81781796837431,MW
fixed_master_wind_variable,W3,37.40643400376387,MW
p_balance_slack,1,9.9908502107344e-06,MW
p_balance_slack,2,9.988082972266634e-06,MW
p_balance_slack,3,9.989532749886285e-06,MW
p_balance_slack,4,9.990038752873399e-06,MW
p_balance_slack,5,9.989744440144764e-06,MW
p_balance_slack,6,9.989491475025301e-06,MW
p_balance_slack,7,9.98842260833041e-06,MW
p_balance_slack,8,9.989479540277527e-06,MW
p_balance_slack,9,9.989852317484994e-06,MW
p_balance_slack,10,9.989630517540931e-06,MW
p_balance_slack,11,9.990433740386666e-06,MW
p_balance_slack,12,9.989692154288771e-06,MW
p_balance_slack,13,9.989421934517492e-06,MW
p_balance_slack,14,9.990274774741181e-06,MW
p_balance_slack,15,9.989929945742482e-06,MW
p_balance_slack,16,9.990784016935139e-06,MW
p_balance_slack,17,9.990871545874015e-06,MW
p_balance_slack,18,9.989581377913609e-06,MW
p_balance_slack,19,9.990527233053546e-06,MW
p_balance_slack,20,9.990698707873769e-06,MW
p_balance_slack,21,9.990376974160588e-06,MW
p_balance_slack,22,9.98941295261794e-06,MW
p_balance_slack,23,9.989446719622145e-06,MW
p_balance_slack,24,9.98968615372527e-06,MW
q_balance_slack,1,9.989457169309725e-06,Mvar
q_balance_slack,2,9.989869886230551e-06,Mvar
q_balance_slack,3,9.989474353979279e-06,Mvar
q_balance_slack,4,9.98951441561387e-06,Mvar
q_balance_slack,5,9.989566543393767e-06,Mvar
q_balance_slack,6,9.989420806447317e-06,Mvar
q_balance_slack,7,9.990046004682463e-06,Mvar
q_balance_slack,8,9.989482258195179e-06,Mvar
q_balance_slack,9,9.989531625825216e-06,Mvar
q_balance_slack,10,9.989616828296037e-06,Mvar
q_balance_slack,11,9.989412674130496e-06,Mvar
q_balance_slack,12,9.989509085904297e-06,Mvar
q_balance_slack,13,9.989422157223999e-06,Mvar
q_balance_slack,14,9.98944700913666e-06,Mvar
q_balance_slack,15,9.98941600341275e-06,Mvar
q_balance_slack,16,9.990870948865221e-06,Mvar
q_balance_slack,17,9.990769904691115e-06,Mvar
q_balance_slack,18,9.989600488941238e-06,Mvar
q_balance_slack,19,9.989785201708322e-06,Mvar
q_balance_slack,20,9.989823955617882e-06,Mvar
q_balance_slack,21,9.989861334926511e-06,Mvar
q_balance_slack,22,9.9897776830742e-06,Mvar
q_balance_slack,23,9.989421785509177e-06,Mvar
q_balance_slack,24,9.989412302701795e-06,Mvar
line_mva_slack_sq_pu,1,6.588075898114553e-08,p.u.^2
line_mva_slack_sq_pu,2,6.588077538469097e-08,p.u.^2
line_mva_slack_sq_pu,3,6.589530747686578e-08,p.u.^2
line_mva_slack_sq_pu,4,6.588129355960306e-08,p.u.^2
line_mva_slack_sq_pu,5,6.588157809241418e-08,p.u.^2
line_mva_slack_sq_pu,6,6.587398978909004e-08,p.u.^2
line_mva_slack_sq_pu,7,6.588026686173832e-08,p.u.^2
line_mva_slack_sq_pu,8,6.588076579045251e-08,p.u.^2
line_mva_slack_sq_pu,9,6.588075667156301e-08,p.u.^2
line_mva_slack_sq_pu,10,6.588055500097445e-08,p.u.^2
line_mva_slack_sq_pu,11,6.592378871466438e-08,p.u.^2
line_mva_slack_sq_pu,12,6.58807560924722e-08,p.u.^2
line_mva_slack_sq_pu,13,6.588075466983761e-08,p.u.^2
line_mva_slack_sq_pu,14,6.588027236912098e-08,p.u.^2
line_mva_slack_sq_pu,15,6.58802376894856e-08,p.u.^2
line_mva_slack_sq_pu,16,6.588029436635467e-08,p.u.^2
line_mva_slack_sq_pu,17,6.588022439841403e-08,p.u.^2
line_mva_slack_sq_pu,18,6.588062377122632e-08,p.u.^2
line_mva_slack_sq_pu,19,6.588083667237769e-08,p.u.^2
line_mva_slack_sq_pu,20,6.588079618351138e-08,p.u.^2
line_mva_slack_sq_pu,21,6.58808259074265e-08,p.u.^2
line_mva_slack_sq_pu,22,6.588085927039492e-08,p.u.^2
line_mva_slack_sq_pu,23,6.588085173796395e-08,p.u.^2
line_mva_slack_sq_pu,24,6.588085140528227e-08,p.u.^2
line_mva_slack_sq_pu,25,6.588085990220875e-08,p.u.^2
line_mva_slack_sq_pu,26,6.588085990230116e-08,p.u.^2
line_mva_slack_sq_pu,27,6.588085080900693e-08,p.u.^2
line_mva_slack_sq_pu,28,6.588083574223936e-08,p.u.^2
line_mva_slack_sq_pu,29,6.588077928012158e-08,p.u.^2
line_mva_slack_sq_pu,30,6.587927595537605e-08,p.u.^2
line_mva_slack_sq_pu,31,6.58808173737046e-08,p.u.^2
line_mva_slack_sq_pu,32,6.588085515401125e-08,p.u.^2
line_mva_slack_sq_pu,33,6.588085516651365e-08,p.u.^2
line_mva_slack_sq_pu,34,6.588076233675619e-08,p.u.^2
line_mva_slack_sq_pu,35,6.58807623292072e-08,p.u.^2
line_mva_slack_sq_pu,36,6.586687462261626e-08,p.u.^2
line_mva_slack_sq_pu,37,6.58892463770938e-08,p.u.^2
line_mva_slack_sq_pu,38,6.58806847954792e-08,p.u.^2
