scenario_id,hour,bus_id,theta_rad
1,1,1,-0.09477649061244871
1,1,2,-0.09443312854856242
1,1,3,-0.17063756803643534
1,1,4,-0.16760646864005335
1,1,5,-0.16030722074945172
1,1,6,-0.2077640875651621
1,1,7,-0.2744010544765767
1,1,8,-0.27752476662989983
1,1,9,-0.1699430662524261
1,1,10,-0.18176514496362192
1,1,11,-0.09707261545616323
1,1,12,-0.07942504158385816
1,1,13,0.0
1,1,14,-0.10381726274694678
1,1,15,-0.10392022883656504
1,1,16,-0.0901749713667329
1,1,17,-0.0907387523210616
1,1,18,-0.10794480171725566
1,1,19,-0.08169743917711603
1,1,20,-0.04755248301458731
1,1,21,-0.0910756725284163
1,1,22,0.03278835514378851
1,1,23,-0.01855996147138984
1,1,24,-0.12941823991516055
1,2,1,-0.08336723600261846
1,2,2,-0.08314104763079179
1,2,3,-0.15978384951141958
1,2,4,-0.16035437704118277
1,2,5,-0.1525263842075336
1,2,6,-0.2012803587669057
1,2,7,-0.3569561139566838
1,2,8,-0.32165111395668383
1,2,9,-0.16983447996034268
1,2,10,-0.18091054795302497
1,2,11,-0.09244983911876996
1,2,12,-0.08204805258892185
1,2,13,0.0
1,2,14,-0.09100861242916036
1,2,15,-0.09024791733933374
1,2,16,-0.07964339785209758
1,2,17,-0.07702927520380037
1,2,18,-0.09255463960377466
1,2,19,-0.08070111155960086
1,2,20,-0.056521123308889414
1,2,21,-0.07633023606069597
1,2,22,0.047128025904049985
1,2,23,-0.03365523880850137
1,2,24,-0.11682313736680985
1,3,1,-0.06444286751500757
1,3,2,-0.06403975246147864
1,3,3,-0.1507039288334578
1,3,4,-0.14444370108813565
1,3,5,-0.13530186583897788
1,3,6,-0.18421214960820373
1,3,7,-0.3300132495162514
1,3,8,-0.2985457495162514
1,3,9,-0.16037212636504444
1,3,10,-0.16859697266745827
1,3,11,-0.09540078177174272
1,3,12,-0.07939419332643842
1,3,13,0.0
1,3,14,-0.11034035260871075
1,3,15,-0.10483866779150987
1,3,16,-0.1001101392482909
1,3,17,-0.09336101094088743
1,3,18,-0.10674616233862742
1,3,19,-0.0955731536942945
1,3,20,-0.06838960893372618
1,3,21,-0.09075322835256722
1,3,22,0.03195741486240617
1,3,23,-0.04457662088250711
1,3,24,-0.12236743839590676
1,4,1,-0.04966711465316259
1,4,2,-0.04878242206797173
1,4,3,-0.1553947633792963
1,4,4,-0.1314971497380042
1,4,5,-0.12022821022933922
1,4,6,-0.16811307998069283
1,4,7,-0.30422402156055983
1,4,8,-0.27659402156055984
1,4,9,-0.15315377562105376
1,4,10,-0.15634666750006593
1,4,11,-0.09293629232025491
1,4,12,-0.07848840106652258
1,4,13,0.0
1,4,14,-0.11295551248814197
1,4,15,-0.136670230055416
1,4,16,-0.12345231651597405
1,4,17,-0.1175948221504223
1,4,18,-0.13125317263416036
1,4,19,-0.1149505361304312
1,4,20,-0.08616049579996594
1,4,21,-0.11766210310391093
1,4,22,0.006096311966259673
1,4,23,-0.062162437437893986
1,4,24,-0.1438263661342775
1,5,1,-0.04792740901088869
1,5,2,-0.04744797315468823
1,5,3,-0.1391528192399752
1,5,4,-0.1298524582212519
1,5,5,-0.12000196225358631
1,5,6,-0.1691217606082437
1,5,7,-0.30897999910723056
1,5,8,-0.27981499910723057
1,5,9,-0.14972040020548766
1,5,10,-0.15644807800897345
1,5,11,-0.08700513127245534
1,5,12,-0.07881814135820207
1,5,13,0.0
1,5,14,-0.09756596723206487
1,5,15,-0.09943833142292459
1,5,16,-0.09740399483632677
1,5,17,-0.08846478216684171
1,5,18,-0.10070548307603826
1,5,19,-0.10310939157936723
1,5,20,-0.0857801716448305
1,5,21,-0.08497704340757264
1,5,22,0.03738893759832892
1,5,23,-0.06775698986235593
1,5,24,-0.11461640150911698
1,6,1,-0.06402455004372157
1,6,2,-0.06325475192485037
1,6,3,-0.16356953329624463
1,6,4,-0.1440803449741329
1,6,5,-0.13362303812327114
1,6,6,-0.18144801832492685
1,6,7,-0.32347846105265293
1,6,8,-0.29354596105265296
1,6,9,-0.16188863306577156
1,6,10,-0.16685480903953434
1,6,11,-0.09834435925818996
1,6,12,-0.07925089937214697
1,6,13,0.0
1,6,14,-0.11891431357937138
1,6,15,-0.14144838331902834
1,6,16,-0.12582066907254744
1,6,17,-0.12205374671915603
1,6,18,-0.13680876938877534
1,6,19,-0.1094114964360445
1,6,20,-0.07276855131904202
1,6,21,-0.12291023824791214
1,6,22,0.0011572956957601201
1,6,23,-0.04407237034613158
1,6,24,-0.14990263724993796
1,7,1,-0.05591489566844083
1,7,2,-0.055673702958834684
1,7,3,-0.1370617766145984
1,7,4,-0.1365452878421792
1,7,5,-0.12783570237673528
1,7,6,-0.177374073659673
1,7,7,-0.32307711318427046
1,7,8,-0.2916096131842704
1,7,9,-0.1528564588161558
1,7,10,-0.16224036755238513
1,7,11,-0.08405396541925084
1,7,12,-0.08004426533118884
1,7,13,0.0
1,7,14,-0.08463440635694486
1,7,15,-0.09047824256234262
1,7,16,-0.08567554591951312
1,7,17,-0.07895237003466937
1,7,18,-0.09234998182251025
1,7,19,-0.09570962946987428
1,7,20,-0.08101557251304102
1,7,21,-0.07636825353449216
1,7,22,0.04635165924013516
1,7,23,-0.06401503235476834
1,7,24,-0.10828152251309428
1,8,1,-0.07178011305369864
1,8,2,-0.07163417179540547
1,8,3,-0.14736473655250176
1,8,4,-0.1505598924814312
1,8,5,-0.14260950287734572
1,8,6,-0.19201179047851913
1,8,7,-0.3436462269865782
1,8,8,-0.3098762269865782
1,8,9,-0.16297629427417692
1,8,10,-0.17399287969897945
1,8,11,-0.09190320743409697
1,8,12,-0.08060970961470597
1,8,13,0.0
1,8,14,-0.09630057625040613
1,8,15,-0.10504587696976866
1,8,16,-0.09059090677799896
1,8,17,-0.08849254224213549
1,8,18,-0.10420357623883311
1,8,19,-0.08986770099349665
1,8,20,-0.06487797032106613
1,8,21,-0.0890086163955855
1,8,22,0.03492558249294087
1,8,23,-0.041846888136104037
1,8,24,-0.12121928501353779
1,9,1,-0.07793793488684594
1,9,2,-0.07793478451410524
1,9,3,-0.14731008171139068
1,9,4,-0.1557922539021228
1,9,5,-0.14855965837145976
1,9,6,-0.1981787845764625
1,9,7,-0.35371946766201817
1,9,8,-0.3184144676620182
1,9,9,-0.16579956531125806
1,9,10,-0.17847217001277826
1,9,11,-0.09103299828009287
1,9,12,-0.08136569439775915
1,9,13,0.0
1,9,14,-0.09016086942636367
1,9,15,-0.08847599605957725
1,9,16,-0.07897653775011268
1,9,17,-0.07597573922916337
1,9,18,-0.09131545112580153
1,9,19,-0.08196208240264706
1,9,20,-0.05943452067624798
1,9,21,-0.07492408925506985
1,9,22,0.048396061708283485
1,9,23,-0.037469959734575765
1,9,24,-0.11096118785139697
1,10,1,-0.08789479128093007
1,10,2,-0.0879103179339025
1,10,3,-0.15497449279033776
1,10,4,-0.16434109172640357
1,10,5,-0.1574949697869385
1,10,6,-0.20684950403001232
1,10,7,-0.36637159720905904
1,10,8,-0.32953159720905906
1,10,9,-0.17164593726927946
1,10,10,-0.1850861371488386
1,10,11,-0.09270106035138755
1,10,12,-0.08230713572879257
1,10,13,0.0
1,10,14,-0.08874794749323794
1,10,15,-0.09057566163812646
1,10,16,-0.07912888053861264
1,10,17,-0.0776410433739362
1,10,18,-0.09376912329701292
1,10,19,-0.07863234644371542
1,10,20,-0.0524033857909464
1,10,21,-0.07722427517227985
1,10,22,0.0463445469879033
1,10,23,-0.02814339998034513
1,10,24,-0.11518758606227791
1,11,1,-0.10144444728917336
1,11,2,-0.10152195945904413
1,11,3,-0.16401256777257567
1,11,4,-0.1759107961055027
1,11,5,-0.16973506700857002
1,11,6,-0.21882448091235823
1,11,7,-0.3805725062621015
1,11,8,-0.3430191170461261
1,11,9,-0.17924223975378817
1,11,10,-0.1940769941828036
1,11,11,-0.09518613055522045
1,11,12,-0.08338489110179305
1,11,13,0.0
1,11,14,-0.0876275450760669
1,11,15,-0.09387116086961342
1,11,16,-0.07977233784624983
1,11,17,-0.08045983617632346
1,11,18,-0.09772528529755257
1,11,19,-0.07414890726545398
1,11,20,-0.04245032391048613
1,11,21,-0.08090957461143569
1,11,22,0.04299864182935352
1,11,23,-0.01479218753504914
1,11,24,-0.1206777810335585
1,12,1,-0.09781907452314126
1,12,2,-0.09771577959290778
1,12,3,-0.16354401357463252
1,12,4,-0.16936148722680425
1,12,5,-0.16320801895032344
1,12,6,-0.2110905338358225
1,12,7,-0.25817175574915513
1,12,8,-0.26982676924228494
1,12,9,-0.16814562529811505
1,12,10,-0.18263699129257432
1,12,11,-0.09300948747125404
1,12,12,-0.07934687717285238
1,12,13,0.0
1,12,14,-0.09259863677787253
1,12,15,-0.10381224381027658
1,12,16,-0.08872923901834764
1,12,17,-0.09100846598594123
1,12,18,-0.10913108044034978
1,12,19,-0.082045914479345
1,12,20,-0.048363710588771355
1,12,21,-0.0917925183003908
1,12,22,0.032246642571473354
1,12,23,-0.019208879375731194
1,12,24,-0.12664051222537284
1,13,1,-0.11199293915965128
1,13,2,-0.11187929070610893
1,13,3,-0.1763423382495736
1,13,4,-0.18201446170720312
1,13,5,-0.17616997031435147
1,13,6,-0.22367528539816844
1,13,7,-0.2842312501007288
1,13,8,-0.29030950494227914
1,13,9,-0.17802751263706487
1,13,10,-0.19307866914228097
1,13,11,-0.09905679999841326
1,13,12,-0.08044153406645173
1,13,13,0.0
1,13,14,-0.09985664640655022
1,13,15,-0.10823690487140766
1,13,16,-0.09091653142185024
1,13,17,-0.09481021072305923
1,13,18,-0.11376992149377986
1,13,19,-0.07633267509979985
1,13,20,-0.03516182682375668
1,13,21,-0.0963216947216154
1,13,22,0.02800238739913625
1,13,23,-0.0016458004913695173
1,13,24,-0.1342654173333135
1,14,1,-0.11805957652736683
1,14,2,-0.11773958852832411
1,14,3,-0.18466966764835896
1,14,4,-0.18357725673265501
1,14,5,-0.17802348309073718
1,14,6,-0.22388582118370395
1,14,7,-0.16484878848586193
1,14,8,-0.22241128848586195
1,14,9,-0.17223603560234033
1,14,10,-0.18739494136938356
1,14,11,-0.09930311175791265
1,14,12,-0.07692779320245009
1,14,13,0.0
1,14,14,-0.10628177471729365
1,14,15,-0.12162442819962585
1,14,16,-0.10139478207480834
1,14,17,-0.1083853721327238
1,14,18,-0.12898688126188634
1,14,19,-0.08141604738523
1,14,20,-0.03382911765130576
1,14,21,-0.1108589578745707
1,14,22,0.013841961324142315
1,14,23,0.003877789476289262
1,14,24,-0.1457190373851137
1,15,1,-0.1206173849288974
1,15,2,-0.12022194399485499
1,15,3,-0.18961059322728896
1,15,4,-0.18584170201320035
1,15,5,-0.1800865076529066
1,15,6,-0.22565616812524314
1,15,7,-0.16666482982361486
1,15,8,-0.22422732982361313
1,15,9,-0.17432212818922585
1,15,10,-0.1889409314579957
1,15,11,-0.10140471004463548
1,15,12,-0.07697853782320475
1,15,13,0.0
1,15,14,-0.11051343007575352
1,15,15,-0.12331177528056027
1,15,16,-0.10274616813442217
1,15,17,-0.10985431550383254
1,15,18,-0.13051226676116515
1,15,19,-0.08050359839942926
1,15,20,-0.030976238626578226
1,15,21,-0.11243510209328021
1,15,22,0.012307805652326689
1,15,23,0.007789084885885953
1,15,24,-0.14864983604223345
1,16,1,-0.1335329117162263
1,16,2,-0.13277652907935397
1,16,3,-0.20966979051162413
1,16,4,-0.19365228894780612
1,16,5,-0.18777510370634257
1,16,6,-0.23110209425935985
1,16,7,-0.056354895037249816
1,16,8,-0.16380489503724882
1,16,9,-0.17441300053706033
1,16,10,-0.18803288953743466
1,16,11,-0.10811197306610676
1,16,12,-0.07353897610411969
1,16,13,0.0
1,16,14,-0.13020108834921165
1,16,15,-0.1413177362947319
1,16,16,-0.11710833131083288
1,16,17,-0.12757040973945252
1,16,18,-0.1499935610617793
1,16,19,-0.08269155920286171
1,16,20,-0.02093726882460074
1,16,21,-0.13134767561901067
1,16,22,-0.006136129537935882
1,16,23,0.02518848956354158
1,16,24,-0.16744050222887555
1,17,1,-0.1460556879638005
1,17,2,-0.14522340464494604
1,17,3,-0.22288727840235104
1,17,4,-0.20439932585361284
1,17,5,-0.19865614013025087
