scenario_id,hour,line_id,from_bus,to_bus,flow_mw,rate_mw,loading_percent
1,1,1,1,2,-2.470230675441199,175.0,-1.4115603859663994
1,1,2,1,3,35.91907074999373,229.99999999999997,15.61698728260597
1,1,3,1,5,77.55115992544755,175.0,44.314948528827166
1,1,4,2,4,57.753228170079815,175.0,33.00184466861704
1,1,5,2,6,59.02654115447916,175.0,33.72945208827381
1,1,6,3,9,-0.5836149445454105,160.0,-0.3647593403408816
1,1,7,3,24,-49.12911575837269,400.0,-12.282278939593173
1,1,8,4,9,2.2532281700799404,175.0,1.2875589543313946
1,1,9,5,10,24.30115992544778,175.0,13.886377100255876
1,1,10,6,10,-42.97345884552082,250.0,-17.189383538208325
1,1,11,7,8,5.0874790770743195,175.0,2.9071309011853255
1,1,12,8,9,-65.16153869017143,175.0,-37.235164965812245
1,1,13,8,10,-58.00098223275418,175.0,-33.14341841871668
1,1,14,9,11,-86.85393420293529,400.0,-21.713483550733823
1,1,15,9,12,-107.88799126170157,400.0,-26.971997815425393
1,1,16,10,11,-100.94461204703049,300.0,-33.64820401567683
1,1,17,10,12,-121.97866910579675,400.0,-30.494667276449192
1,1,18,11,13,-203.93406608437553,500.0,-40.7868132168751
1,1,19,11,14,16.135519834409827,229.99999999999997,7.015443406265143
1,1,20,12,13,-166.85933105852487,500.0,-33.371866211704976
1,1,21,12,23,-63.00732930897348,500.0,-12.601465861794697
1,1,22,13,23,21.456602857097646,500.0,4.291320571419529
1,1,23,14,16,-35.07015778975264,210.0,-16.70007513797745
1,1,24,15,16,-79.4523553169488,500.0,-15.890471063389759
1,1,25,15,21,-26.213380220711848,500.0,-5.242676044142369
1,1,26,15,21,-26.213380220711848,500.0,-5.242676044142369
1,1,27,15,24,49.12911575837263,500.0,9.825823151674525
1,1,28,16,17,2.176760441423335,500.0,0.435352088284667
1,1,29,16,19,-36.69927354812464,500.0,-7.339854709624928
1,1,30,17,18,119.48645414023638,500.0,23.897290828047275
1,1,31,17,22,-117.30969369881299,500.0,-23.461938739762598
1,1,32,18,21,-65.13177292988163,500.0,-13.026354585976327
1,1,33,18,21,-65.13177292988163,500.0,-13.026354585976327
1,1,34,19,20,-86.22463677406218,500.0,-17.244927354812436
1,1,35,19,20,-86.22463677406218,500.0,-17.244927354812436
1,1,36,20,23,-134.22463677406208,500.0,-26.844927354812416
1,1,37,20,23,-134.22463677406208,500.0,-26.844927354812416
1,1,38,21,22,-182.69030630118698,500.0,-36.53806126023739
1,2,1,1,2,-0.9788268639982346,175.0,-0.5593296365704198
1,2,2,1,3,34.834227381271226,229.99999999999997,15.145316252726621
1,2,3,1,5,82.54459948272705,175.0,47.16834256155831
1,2,4,2,4,61.14730191214127,175.0,34.94131537836644
1,2,5,2,6,61.97387122386071,175.0,35.41364069934898
1,2,6,3,9,11.311628943052945,160.0,7.0697680894080905
1,2,7,3,24,-55.41826515649271,400.0,-13.854566289123177
1,2,8,4,9,9.347301912141363,175.0,5.3413153783664935
1,2,9,5,10,32.84459948272725,175.0,18.768342561558427
1,2,10,6,10,-33.22612877613931,250.0,-13.290451510455725
1,2,11,7,8,-87.49999999999994,175.0,-49.99999999999997
1,2,12,8,9,-107.14973992570398,175.0,-61.22842281468799
1,2,13,8,10,-100.05026007429593,175.0,-57.17157718531196
1,2,14,9,11,-97.77807225698282,400.0,-24.44451806424571
1,2,15,9,12,-111.21273681352682,400.0,-27.803184203381708
1,2,16,10,11,-111.74856240558198,300.0,-37.24952080186066
1,2,17,10,12,-125.18322696212599,400.0,-31.295806740531496
1,2,18,11,13,-199.79375103264937,500.0,-39.95875020652988
1,2,19,11,14,-9.73288362991522,229.99999999999997,-4.231688534745748
1,2,20,12,13,-176.11374354748042,500.0,-35.22274870949608
1,2,21,12,23,-60.28222022817239,500.0,-12.056444045634478
1,2,22,13,23,29.592505419868388,500.0,5.918501083973678
1,2,23,14,16,-35.50146280455098,210.0,-16.905458478357613
1,2,24,15,16,-64.71314732447034,500.0,-12.942629464894068
1,2,25,15,21,-28.80255891601114,500.0,-5.760511783202228
1,2,26,15,21,-28.80255891601114,500.0,-5.760511783202228
1,2,27,15,24,55.418265156492716,500.0,11.083653031298542
1,2,28,16,17,-9.294882167978034,500.0,-1.858976433595607
1,2,29,16,19,-5.9197279610430895,500.0,-1.183945592208618
1,2,30,17,18,108.50436965189832,500.0,21.700873930379665
1,2,31,17,22,-117.79925181987625,500.0,-23.559850363975247
1,2,32,18,21,-62.29781517405073,500.0,-12.459563034810145
1,2,33,18,21,-62.29781517405073,500.0,-12.459563034810145
1,2,34,19,20,-66.30986398052143,500.0,-13.261972796104287
