component_type,component_id,value,unit
bus_voltage,1,1.0127426562488637,p.u.
bus_voltage,2,1.012657064817087,p.u.
bus_voltage,3,0.9887526860566052,p.u.
bus_voltage,4,0.992439307588945,p.u.
bus_voltage,5,0.9943501643477393,p.u.
bus_voltage,6,0.9798498237622102,p.u.
bus_voltage,7,0.9358715656043135,p.u.
bus_voltage,8,0.9428782710758465,p.u.
bus_voltage,9,0.9919938952933823,p.u.
bus_voltage,10,0.988001331781604,p.u.
bus_voltage,11,1.0182088822689288,p.u.
bus_voltage,12,1.0298974708537225,p.u.
bus_voltage,13,1.061732413630516,p.u.
bus_voltage,14,1.0165922751040766,p.u.
bus_voltage,15,1.0227532824438363,p.u.
bus_voltage,16,1.0293368760358301,p.u.
bus_voltage,17,1.0200361121026496,p.u.
bus_voltage,18,1.0145524788399571,p.u.
bus_voltage,19,1.0442481528058012,p.u.
bus_voltage,20,1.0664612947621224,p.u.
bus_voltage,21,1.0180062119016033,p.u.
bus_voltage,22,1.0313404355845612,p.u.
bus_voltage,23,1.0832642030685757,p.u.
bus_voltage,24,1.0089889736431392,p.u.
bus_angle,13,0.0,rad
bus_angle,1,-0.14040608304068947,rad
bus_angle,2,-0.13955045347721806,rad
bus_angle,3,-0.2186391459579209,rad
bus_angle,4,-0.1982354312014121,rad
bus_angle,5,-0.19236905902202847,rad
bus_angle,6,-0.23630407537794573,rad
bus_angle,7,-0.04468865261007969,rad
bus_angle,8,-0.1667599783424725,rad
bus_angle,9,-0.1755267365187409,rad
bus_angle,10,-0.1892938270433741,rad
bus_angle,11,-0.1072872072358777,rad
bus_angle,12,-0.06771733039340662,rad
bus_angle,14,-0.13268659329668217,rad
bus_angle,15,-0.1379338225716317,rad
bus_angle,16,-0.1122997940894833,rad
bus_angle,17,-0.12390840636738844,rad
bus_angle,18,-0.1464552895752933,rad
bus_angle,19,-0.07040861818504408,rad
bus_angle,20,-0.006111474448232312,rad
bus_angle,21,-0.1283566675141929,rad
bus_angle,22,-0.008580024896516703,rad
bus_angle,23,0.038697088669949385,rad
bus_angle,24,-0.16813093914785548,rad
reactive_generation,1,5.212418641420444,Mvar
reactive_generation,2,5.212417488825804,Mvar
reactive_generation,3,23.52374401636574,Mvar
reactive_generation,4,23.5237433247398,Mvar
reactive_generation,5,5.107247943950288,Mvar
reactive_generation,6,5.107247943953138,Mvar
reactive_generation,7,22.40486511759478,Mvar
reactive_generation,8,22.404862123582987,Mvar
reactive_generation,9,-9.331629776218586,Mvar
reactive_generation,10,16.173194017126445,Mvar
reactive_generation,11,16.173193823967427,Mvar
reactive_generation,12,70.21984228006824,Mvar
reactive_generation,13,70.21981441468112,Mvar
reactive_generation,14,70.21983955866219,Mvar
reactive_generation,20,70.00018182579406,Mvar
reactive_generation,21,68.72820948808904,Mvar
reactive_generation,24,8.180909841703658,Mvar
reactive_generation,25,8.197193999055871,Mvar
reactive_generation,26,8.195952602596241,Mvar
reactive_generation,27,8.171969558337022,Mvar
reactive_generation,28,8.16593798402673,Mvar
reactive_generation,29,8.174631533164765,Mvar
reactive_generation,30,68.4089308753812,Mvar
reactive_generation,31,68.39825294899144,Mvar
reactive_generation,32,136.80484756174988,Mvar
fixed_master_dispatch_variable,1,19.99999999999983,MW
fixed_master_dispatch_variable,2,20.0,MW
fixed_master_dispatch_variable,3,76.0,MW
fixed_master_dispatch_variable,4,76.0,MW
fixed_master_dispatch_variable,5,20.0,MW
fixed_master_dispatch_variable,6,20.0,MW
fixed_master_dispatch_variable,7,76.0,MW
fixed_master_dispatch_variable,8,76.0,MW
fixed_master_dispatch_variable,9,89.9999999999999,MW
fixed_master_dispatch_variable,10,100.0,MW
fixed_master_dispatch_variable,11,100.0,MW
fixed_master_dispatch_variable,12,196.99999999999997,MW
fixed_master_dispatch_variable,13,197.0,MW
fixed_master_dispatch_variable,14,197.0,MW
fixed_master_dispatch_variable,15,2.095604681536488e-25,MW
fixed_master_dispatch_variable,16,3.3170903901105e-29,MW
fixed_master_dispatch_variable,17,2.0670117329227885e-26,MW
fixed_master_dispatch_variable,18,3.1132645543688798e-27,MW
fixed_master_dispatch_variable,19,-6.946154677044968e-28,MW
fixed_master_dispatch_variable,20,155.0,MW
fixed_master_dispatch_variable,21,154.99999999999983,MW
fixed_master_dispatch_variable,22,2.4487251848515113e-25,MW
fixed_master_dispatch_variable,23,2.260600995384018e-26,MW
fixed_master_dispatch_variable,24,50.0,MW
