constraint_type,component_id,value,lower,upper
p_balance_eq,1,-9.134143518185452e-14,0.0,0.0
p_balance_eq,2,6.891569072001299e-14,0.0,0.0
p_balance_eq,3,4.026972592869162e-14,0.0,0.0
p_balance_eq,4,1.388774213901059e-14,0.0,0.0
p_balance_eq,5,5.322440791322592e-15,0.0,0.0
p_balance_eq,6,-9.191359492629649e-15,0.0,0.0
p_balance_eq,7,-4.946130395582166e-14,0.0,0.0
p_balance_eq,8,6.527578008149034e-14,0.0,0.0
p_balance_eq,9,-5.827780054731444e-14,0.0,0.0
p_balance_eq,10,2.7695810664936545e-14,0.0,0.0
p_balance_eq,11,-2.6392155808344607e-14,0.0,0.0
p_balance_eq,12,4.644425052473299e-14,0.0,0.0
p_balance_eq,13,-4.608620546276386e-14,0.0,0.0
p_balance_eq,14,-3.951806719723226e-14,0.0,0.0
p_balance_eq,15,4.654769188231758e-14,0.0,0.0
p_balance_eq,16,-4.371438361441089e-14,0.0,0.0
p_balance_eq,17,-7.324069092363734e-14,0.0,0.0
p_balance_eq,18,2.2319887450994664e-13,0.0,0.0
p_balance_eq,19,-4.640836597392256e-14,0.0,0.0
p_balance_eq,20,8.549332235533412e-16,0.0,0.0
p_balance_eq,21,-1.728286017107345e-13,0.0,0.0
p_balance_eq,22,-1.2158917400478461e-14,0.0,0.0
p_balance_eq,23,5.4207603100817243e-14,0.0,0.0
p_balance_eq,24,5.4662163331961264e-14,0.0,0.0
q_balance_eq,1,1.946559937130094e-12,0.0,0.0
q_balance_eq,2,4.72587471407734e-12,0.0,0.0
q_balance_eq,3,8.822482700385974e-13,0.0,0.0
q_balance_eq,4,6.518654981917831e-13,0.0,0.0
q_balance_eq,5,4.450628750699644e-13,0.0,0.0
q_balance_eq,6,7.237241684646145e-13,0.0,0.0
q_balance_eq,7,2.905190753357866e-13,0.0,0.0
q_balance_eq,8,6.135841084149046e-13,0.0,0.0
q_balance_eq,9,1.3020350077242674e-12,0.0,0.0
q_balance_eq,10,1.2547125924033367e-12,0.0,0.0
q_balance_eq,11,1.5798870009483645e-12,0.0,0.0
q_balance_eq,12,7.635466669263864e-13,0.0,0.0
q_balance_eq,13,1.6955162063437461e-12,0.0,0.0
q_balance_eq,14,1.614899140010373e-12,0.0,0.0
q_balance_eq,15,1.7574698410439092e-12,0.0,0.0
q_balance_eq,16,3.517621656061237e-12,0.0,0.0
q_balance_eq,17,3.86094743348264e-12,0.0,0.0
q_balance_eq,18,5.799174703475878e-12,0.0,0.0
q_balance_eq,19,1.9819833140761263e-12,0.0,0.0
q_balance_eq,20,1.0709493408327673e-12,0.0,0.0
q_balance_eq,21,5.571435124198992e-12,0.0,0.0
q_balance_eq,22,3.623292800774419e-13,0.0,0.0
q_balance_eq,23,1.8313097002045447e-12,0.0,0.0
q_balance_eq,24,9.36519570864081e-13,0.0,0.0
line_mva_ineq,1,-3.0568182212491988,-1e+19,0.0
line_mva_ineq,2,-5.107420181754012,-1e+19,0.0
line_mva_ineq,3,-2.6289076653395527,-1e+19,0.0
line_mva_ineq,4,-2.809989676542347,-1e+19,0.0
line_mva_ineq,5,-2.7757341999630474,-1e+19,0.0
line_mva_ineq,6,-2.4020793922468453,-1e+19,0.0
line_mva_ineq,7,-15.561260099465972,-1e+19,0.0
line_mva_ineq,8,-3.0143407735824344,-1e+19,0.0
line_mva_ineq,9,-3.053494154673157,-1e+19,0.0
line_mva_ineq,10,-5.665628231650929,-1e+19,0.0
line_mva_ineq,11,-0.21330459567318533,-1e+19,0.0
line_mva_ineq,12,-3.056494234876864,-1e+19,0.0
line_mva_ineq,13,-3.05251019436567,-1e+19,0.0
line_mva_ineq,14,-15.206010482576742,-1e+19,0.0
line_mva_ineq,15,-14.10158687540528,-1e+19,0.0
line_mva_ineq,16,-7.917735647473034,-1e+19,0.0
line_mva_ineq,17,-13.670909526130968,-1e+19,0.0
line_mva_ineq,18,-18.570567264228753,-1e+19,0.0
line_mva_ineq,19,-4.97003315249637,-1e+19,0.0
line_mva_ineq,20,-22.174974124665397,-1e+19,0.0
line_mva_ineq,21,-23.266898731534866,-1e+19,0.0
line_mva_ineq,22,-24.68209935186172,-1e+19,0.0
line_mva_ineq,23,-4.145049660163056,-1e+19,0.0
line_mva_ineq,24,-22.28426695787738,-1e+19,0.0
line_mva_ineq,25,-24.940660733435777,-1e+19,0.0
line_mva_ineq,26,-24.940660733435777,-1e+19,0.0
line_mva_ineq,27,-24.541387374935248,-1e+19,0.0
line_mva_ineq,28,-24.585493551022314,-1e+19,0.0
line_mva_ineq,29,-20.962477048711538,-1e+19,0.0
line_mva_ineq,30,-22.173543424085942,-1e+19,0.0
line_mva_ineq,31,-23.680205405313796,-1e+19,0.0
line_mva_ineq,32,-24.46957074491259,-1e+19,0.0
line_mva_ineq,33,-24.46957074491259,-1e+19,0.0
line_mva_ineq,34,-21.523971148068,-1e+19,0.0
line_mva_ineq,35,-21.523971148068,-1e+19,0.0
line_mva_ineq,36,-18.748127515576055,-1e+19,0.0
line_mva_ineq,37,-18.748127515576055,-1e+19,0.0
line_mva_ineq,38,-21.572462539582343,-1e+19,0.0
