scenario_id,hour,gen_id,dispatch_mw
1,1,1,20.000000000000043
1,1,2,20.0
1,1,3,76.0
1,1,4,76.0
1,1,5,19.99999999999956
1,1,6,20.0
1,1,7,76.0
1,1,8,76.0
1,1,9,-4.263256414560601e-14
1,1,10,15.0
1,1,11,83.83747907707352
1,1,12,197.0
1,1,13,197.0
1,1,14,197.0
1,1,15,2.7000623958883807e-13
1,1,16,0.0
1,1,17,0.0
1,1,18,0.0
1,1,19,0.0
1,1,20,155.0
1,1,21,155.0000000000002
1,1,22,-2.2737367544323206e-13
1,1,23,-1.8474111129762605e-13
1,1,24,50.0
1,1,25,50.0
1,1,26,50.0
1,1,27,50.0
1,1,28,50.0
1,1,29,50.0
1,1,30,155.00000000000006
1,1,31,155.0
1,1,32,0.0
1,2,1,19.99999999999997
1,2,2,20.0
1,2,3,76.0
1,2,4,76.0
1,2,5,20.000000000000014
1,2,6,20.0
1,2,7,76.0
1,2,8,76.0
1,2,9,-2.842170943040401e-14
1,2,10,15.0
1,2,11,15.0
1,2,12,196.99999999999994
1,2,13,197.0
1,2,14,197.0
1,2,15,2.984279490192421e-13
1,2,16,0.0
1,2,17,0.0
1,2,18,0.0
1,2,19,0.0
1,2,20,155.0
1,2,21,154.9999999999993
1,2,22,-3.410605131648481e-13
1,2,23,-1.1368683772161603e-13
1,2,24,50.0
1,2,25,50.0
1,2,26,50.0
1,2,27,50.0
1,2,28,50.0
1,2,29,50.0
1,2,30,155.00000000000003
1,2,31,67.909442769345
1,2,32,0.0
1,3,1,20.0000000000001
1,3,2,20.0
1,3,3,76.0
1,3,4,76.0
1,3,5,20.0
1,3,6,20.0
1,3,7,76.0
1,3,8,75.99999999999997
1,3,9,-2.842170943040401e-14
1,3,10,15.0
1,3,11,15.0
1,3,12,196.99999999999994
1,3,13,197.0
1,3,14,197.0
1,3,15,3.126388037344441e-13
1,3,16,0.0
1,3,17,0.0
1,3,18,0.0
1,3,19,0.0
1,3,20,155.0
1,3,21,154.99999999999966
1,3,22,-2.842170943040401e-14
1,3,23,-5.684341886080802e-14
1,3,24,50.0
1,3,25,50.0
1,3,26,50.0
1,3,27,50.0
1,3,28,50.0
1,3,29,50.0
1,3,30,72.93224337323417
1,3,31,50.0
1,3,32,0.0
1,4,1,19.99999999999993
1,4,2,20.0
1,4,3,76.0
1,4,4,76.0
1,4,5,20.000000000000036
1,4,6,20.0
1,4,7,76.0
1,4,8,76.0
1,4,9,-2.842170943040401e-14
1,4,10,15.0
1,4,11,15.0
1,4,12,197.00000000000003
1,4,13,197.0
1,4,14,197.0
1,4,15,0.0
1,4,16,0.0
1,4,17,0.0
1,4,18,3.979039320256561e-13
1,4,19,0.0
1,4,20,117.24073803617073
1,4,21,50.00000000000048
1,4,22,-2.8421709430404007e-13
1,4,23,-2.2026824808563106e-13
1,4,24,50.0
1,4,25,50.0
1,4,26,50.0
1,4,27,50.0
1,4,28,50.0
1,4,29,50.0
1,4,30,50.000000000000114
1,4,31,50.0
1,4,32,0.0
1,5,1,20.0
1,5,2,19.999999999999886
1,5,3,76.0
1,5,4,76.0
1,5,5,19.999999999999993
1,5,6,20.0
1,5,7,76.0
1,5,8,76.0
1,5,9,2.842170943040401e-14
1,5,10,15.0
1,5,11,15.0
1,5,12,197.00000000000003
1,5,13,197.0
1,5,14,197.0
1,5,15,3.979039320256561e-13
1,5,16,0.0
1,5,17,0.0
1,5,18,0.0
1,5,19,0.0
1,5,20,50.0
1,5,21,49.999999999999915
1,5,22,-2.5579538487363607e-13
1,5,23,-8.526512829121202e-14
1,5,24,50.0
1,5,25,50.0
1,5,26,50.0
1,5,27,50.0
1,5,28,50.0
1,5,29,50.0
1,5,30,155.00000000000003
1,5,31,64.35990506893623
1,5,32,0.0
1,6,1,19.999999999999943
1,6,2,20.0
1,6,3,76.0
1,6,4,76.0
1,6,5,20.000000000000036
1,6,6,20.0
1,6,7,76.0
1,6,8,76.0
1,6,9,-8.526512829121202e-14
1,6,10,15.0
1,6,11,15.0
1,6,12,196.99999999999997
1,6,13,197.0
1,6,14,197.0
1,6,15,4.263256414560601e-13
1,6,16,0.0
1,6,17,0.0
1,6,18,0.0
1,6,19,0.0
1,6,20,96.17135892994459
1,6,21,49.99999999999969
1,6,22,-1.7053025658242404e-13
1,6,23,-1.1368683772161603e-13
1,6,24,50.0
1,6,25,50.0
1,6,26,50.0
1,6,27,50.0
1,6,28,50.0
1,6,29,50.0
1,6,30,155.0000000000001
1,6,31,50.0
1,6,32,0.0
1,7,1,19.999999999999957
1,7,2,20.0
1,7,3,76.0
1,7,4,76.0
1,7,5,20.000000000000007
1,7,6,20.0
1,7,7,76.0
1,7,8,76.0
1,7,9,-8.526512829121202e-14
1,7,10,15.0
1,7,11,15.0
1,7,12,196.99999999999994
1,7,13,197.0
1,7,14,197.0
1,7,15,6.394884621840902e-13
1,7,16,0.0
1,7,17,0.0
1,7,18,0.0
1,7,19,0.0
1,7,20,50.0
1,7,21,49.9999999999994
1,7,22,-2.5579538487363607e-13
1,7,23,-9.370282327836321e-14
1,7,24,50.0
1,7,25,50.0
1,7,26,50.0
1,7,27,50.0
1,7,28,50.0
1,7,29,50.0
1,7,30,107.56418403054994
1,7,31,155.0
1,7,32,8.526512829121202e-14
1,8,1,20.00000000000003
1,8,2,20.0
1,8,3,76.0
1,8,4,76.0
1,8,5,19.999999999999957
1,8,6,20.0
1,8,7,76.0
1,8,8,76.0
1,8,9,2.842170943040401e-14
