constraint_type,component_id,multiplier
p_balance_eq,1,2.8580347030276825e-10
p_balance_eq,2,3.017518728309858e-10
p_balance_eq,3,2.401365339049922e-10
p_balance_eq,4,3.117507005576485e-10
p_balance_eq,5,2.580800523258929e-10
p_balance_eq,6,1.4807562691245256e-10
p_balance_eq,7,4.043254505266764e-10
p_balance_eq,8,1.8694140383263697e-10
p_balance_eq,9,2.0044331205705957e-10
p_balance_eq,10,1.6066676008103373e-10
p_balance_eq,11,1.2514638644321363e-10
p_balance_eq,12,-1.3892996026531685e-10
p_balance_eq,13,-3.61880140028704e-10
p_balance_eq,14,-2.424225166101694e-10
p_balance_eq,15,-3.808421506504764e-11
p_balance_eq,16,-1.6942628966353379e-10
p_balance_eq,17,-8.110957226066312e-11
p_balance_eq,18,2.874869142691589e-11
p_balance_eq,19,-2.499076995434866e-10
p_balance_eq,20,-4.651793197332096e-10
p_balance_eq,21,-8.194568317282748e-11
p_balance_eq,22,-3.582297125763719e-10
p_balance_eq,23,-5.519851829358742e-10
p_balance_eq,24,8.75005703176109e-11
q_balance_eq,1,1.339942436169384e-10
q_balance_eq,2,1.41697779938837e-10
q_balance_eq,3,1.2388649816526669e-10
q_balance_eq,4,1.396244739582489e-10
q_balance_eq,5,1.1805483000646445e-10
q_balance_eq,6,8.116343569691793e-11
q_balance_eq,7,1.7243667534535504e-10
q_balance_eq,8,1.0632701630968878e-10
q_balance_eq,9,1.1166629384155523e-10
q_balance_eq,10,9.113463755790424e-11
q_balance_eq,11,8.548873586653053e-11
q_balance_eq,12,3.140299100788674e-11
q_balance_eq,13,-4.790185231408031e-11
q_balance_eq,14,-3.144134547135013e-12
q_balance_eq,15,2.8181142497998556e-11
q_balance_eq,16,-1.0600284691232757e-11
q_balance_eq,17,5.5200411527114815e-11
q_balance_eq,18,7.661488851384498e-11
q_balance_eq,19,-4.51913042179031e-11
q_balance_eq,20,-1.0352349689445394e-10
q_balance_eq,21,5.23177663960693e-11
q_balance_eq,22,4.613021612086007e-11
q_balance_eq,23,-1.255786423904806e-10
q_balance_eq,24,7.70609269382943e-11
line_mva_ineq,1,-7.026103715125624e-09
line_mva_ineq,2,-8.480034795160438e-09
line_mva_ineq,3,-3.7128152629908096e-09
line_mva_ineq,4,-8.386227087823563e-09
line_mva_ineq,5,5.957110938438456e-08
line_mva_ineq,6,-8.374102530946957e-09
line_mva_ineq,7,-8.416970507675893e-09
line_mva_ineq,8,-7.958120347252996e-09
line_mva_ineq,9,-6.916856659211127e-09
line_mva_ineq,10,-8.470717305001565e-09
line_mva_ineq,11,7.23281434202991e-09
line_mva_ineq,12,-6.936858749097707e-09
line_mva_ineq,13,8.399553989786276e-09
line_mva_ineq,14,-8.413824822013834e-09
line_mva_ineq,15,-8.40434212002919e-09
line_mva_ineq,16,-8.364702180037182e-09
line_mva_ineq,17,-8.407048975364476e-09
line_mva_ineq,18,-8.174438962064303e-09
line_mva_ineq,19,4.1407483723391257e-08
line_mva_ineq,20,-8.41298911510509e-09
line_mva_ineq,21,-8.411484733627047e-09
line_mva_ineq,22,-8.422833578266139e-09
line_mva_ineq,23,-8.429597747248511e-09
line_mva_ineq,24,-4.264319897575268e-09
line_mva_ineq,25,-8.427583141872125e-09
line_mva_ineq,26,-8.427566486602298e-09
line_mva_ineq,27,-8.420347439358475e-09
line_mva_ineq,28,-8.429253527340354e-09
line_mva_ineq,29,-4.455652646260638e-09
line_mva_ineq,30,-2.818625746559165e-09
line_mva_ineq,31,-8.424346424562939e-09
line_mva_ineq,32,-8.428007430633347e-09
line_mva_ineq,33,-8.427995633863189e-09
line_mva_ineq,34,-8.421443020157446e-09
line_mva_ineq,35,-8.421591719827104e-09
line_mva_ineq,36,-2.875043588908334e-09
line_mva_ineq,37,-2.874959416507357e-09
line_mva_ineq,38,-8.417137213447427e-09
