constraint_type,component_id,value,lower,upper
p_balance_eq,1,-1.0023816442817713e-13,0.0,0.0
p_balance_eq,2,8.583937427780308e-14,0.0,0.0
p_balance_eq,3,8.254578322416072e-15,0.0,0.0
p_balance_eq,4,1.4389849717615782e-14,0.0,0.0
p_balance_eq,5,-2.3012860267033163e-14,0.0,0.0
p_balance_eq,6,-5.580367151849326e-14,0.0,0.0
p_balance_eq,7,-5.099364246157921e-14,0.0,0.0
p_balance_eq,8,7.551030384734397e-14,0.0,0.0
p_balance_eq,9,-5.108308998784221e-14,0.0,0.0
p_balance_eq,10,8.223194396467584e-14,0.0,0.0
p_balance_eq,11,4.3967800625636325e-14,0.0,0.0
p_balance_eq,12,1.717668382880547e-14,0.0,0.0
p_balance_eq,13,-1.0447950488166706e-13,0.0,0.0
p_balance_eq,14,2.0287283578588906e-14,0.0,0.0
p_balance_eq,15,1.7055634350313358e-14,0.0,0.0
p_balance_eq,16,-9.785406737835255e-14,0.0,0.0
p_balance_eq,17,-2.2478410429402958e-14,0.0,0.0
p_balance_eq,18,-8.095436925252986e-15,0.0,0.0
p_balance_eq,19,2.1017877362979704e-13,0.0,0.0
p_balance_eq,20,-1.0027214061375739e-13,0.0,0.0
p_balance_eq,21,1.2806655353705086e-13,0.0,0.0
p_balance_eq,22,-6.550816357056956e-14,0.0,0.0
p_balance_eq,23,-1.8140911746422107e-13,0.0,0.0
p_balance_eq,24,1.932431130261328e-15,0.0,0.0
q_balance_eq,1,-1.3289069263820686e-12,0.0,0.0
q_balance_eq,2,4.6964142407098734e-14,0.0,0.0
q_balance_eq,3,-1.5243387877904996e-14,0.0,0.0
q_balance_eq,4,-2.0675892130393812e-14,0.0,0.0
q_balance_eq,5,1.274731561355224e-13,0.0,0.0
q_balance_eq,6,-2.2550411872161247e-13,0.0,0.0
q_balance_eq,7,8.208313645417255e-13,0.0,0.0
q_balance_eq,8,1.6576946893886568e-13,0.0,0.0
q_balance_eq,9,-3.0748190706233287e-13,0.0,0.0
q_balance_eq,10,-9.31460407394523e-13,0.0,0.0
q_balance_eq,11,-8.445063199704413e-13,0.0,0.0
q_balance_eq,12,-3.075366575779775e-13,0.0,0.0
q_balance_eq,13,-1.945280162673384e-13,0.0,0.0
q_balance_eq,14,-4.748017054867558e-13,0.0,0.0
q_balance_eq,15,-9.93688215648284e-13,0.0,0.0
q_balance_eq,16,-3.872273060198401e-12,0.0,0.0
q_balance_eq,17,-2.2117846147453094e-12,0.0,0.0
q_balance_eq,18,-1.165884636859934e-12,0.0,0.0
q_balance_eq,19,2.52604934480882e-13,0.0,0.0
q_balance_eq,20,1.9358347974816306e-12,0.0,0.0
q_balance_eq,21,1.235361775745738e-12,0.0,0.0
q_balance_eq,22,-4.298141186972397e-13,0.0,0.0
q_balance_eq,23,1.0511782806368495e-13,0.0,0.0
q_balance_eq,24,-8.967104927923254e-13,0.0,0.0
line_mva_ineq,1,-3.061048894539436,-1e+19,0.0
line_mva_ineq,2,-5.1592100274737644,-1e+19,0.0
line_mva_ineq,3,-2.5676016514092836,-1e+19,0.0
line_mva_ineq,4,-2.7931830459877562,-1e+19,0.0
line_mva_ineq,5,-2.7434744745119874,-1e+19,0.0
line_mva_ineq,6,-2.499618720870963,-1e+19,0.0
line_mva_ineq,7,-15.754324547725172,-1e+19,0.0
line_mva_ineq,8,-3.018058303506183,-1e+19,0.0
line_mva_ineq,9,-3.0510305038699235,-1e+19,0.0
line_mva_ineq,10,-5.703696234973475,-1e+19,0.0
line_mva_ineq,11,-0.06699445248821737,-1e+19,0.0
line_mva_ineq,12,-3.0623920028233615,-1e+19,0.0
line_mva_ineq,13,-3.054623910729555,-1e+19,0.0
line_mva_ineq,14,-15.378613358850894,-1e+19,0.0
line_mva_ineq,15,-14.287005261767863,-1e+19,0.0
line_mva_ineq,16,-8.04366066493077,-1e+19,0.0
line_mva_ineq,17,-13.758516733231508,-1e+19,0.0
line_mva_ineq,18,-18.507717053995396,-1e+19,0.0
line_mva_ineq,19,-4.722319536347391,-1e+19,0.0
line_mva_ineq,20,-22.338550842307804,-1e+19,0.0
line_mva_ineq,21,-23.432550310830404,-1e+19,0.0
line_mva_ineq,22,-24.70053106977437,-1e+19,0.0
line_mva_ineq,23,-3.901044343811081,-1e+19,0.0
line_mva_ineq,24,-22.854772578245612,-1e+19,0.0
line_mva_ineq,25,-24.958101504676844,-1e+19,0.0
line_mva_ineq,26,-24.958101504676844,-1e+19,0.0
line_mva_ineq,27,-24.74331212716613,-1e+19,0.0
line_mva_ineq,28,-24.748324278376327,-1e+19,0.0
line_mva_ineq,29,-21.178181944066765,-1e+19,0.0
line_mva_ineq,30,-22.319032712973243,-1e+19,0.0
line_mva_ineq,31,-23.656671116859133,-1e+19,0.0
line_mva_ineq,32,-24.439467164958756,-1e+19,0.0
line_mva_ineq,33,-24.439467164958756,-1e+19,0.0
line_mva_ineq,34,-21.65078390550915,-1e+19,0.0
line_mva_ineq,35,-21.65078390550915,-1e+19,0.0
line_mva_ineq,36,-18.970424071909093,-1e+19,0.0
line_mva_ineq,37,-18.970424071909093,-1e+19,0.0
line_mva_ineq,38,-21.54155331532774,-1e+19,0.0
