constraint_type,component_id,multiplier
p_balance_eq,1,3.826222753563185e-11
p_balance_eq,2,3.389637360476219e-11
p_balance_eq,3,4.6099878096235e-11
p_balance_eq,4,3.867801793923249e-11
p_balance_eq,5,4.06847948047752e-11
p_balance_eq,6,6.606007035319973e-11
p_balance_eq,7,-4.5339954474483706e-11
p_balance_eq,8,3.531307259148994e-11
p_balance_eq,9,2.8551799484787217e-11
p_balance_eq,10,3.943855986882037e-11
p_balance_eq,11,-8.467978500476427e-12
p_balance_eq,12,-5.649178800625335e-11
p_balance_eq,13,-9.843682701311361e-11
p_balance_eq,14,2.414293557659055e-11
p_balance_eq,15,1.0775878399151642e-11
p_balance_eq,16,-2.525248944176367e-12
p_balance_eq,17,7.0055988550948616e-12
p_balance_eq,18,1.9238207195974754e-11
p_balance_eq,19,-2.5277642069561073e-11
p_balance_eq,20,-7.871305992116647e-11
p_balance_eq,21,6.446467901603431e-12
p_balance_eq,22,-3.97464130429314e-11
p_balance_eq,23,-1.0041333066334509e-10
p_balance_eq,24,2.0271199746167512e-11
q_balance_eq,1,9.790359895411293e-12
q_balance_eq,2,8.333696139127772e-12
q_balance_eq,3,1.609544488811787e-11
q_balance_eq,4,1.2186355385813445e-11
q_balance_eq,5,9.112553383747079e-12
q_balance_eq,6,2.0232721784382056e-11
q_balance_eq,7,-9.404395292702422e-12
q_balance_eq,8,1.5777196820869544e-11
q_balance_eq,9,1.4052292350789317e-11
q_balance_eq,10,1.635572145065908e-11
q_balance_eq,11,6.9826011616091015e-12
q_balance_eq,12,1.1124367567784993e-12
q_balance_eq,13,-1.4018348533560724e-11
q_balance_eq,14,1.3549475831378687e-11
q_balance_eq,15,5.3763302011862744e-12
q_balance_eq,16,3.9380246576311685e-12
q_balance_eq,17,8.3817673770489e-12
q_balance_eq,18,1.0348788416851545e-11
q_balance_eq,19,2.4875269652113125e-12
q_balance_eq,20,-5.688369163892383e-12
q_balance_eq,21,6.969776695762102e-12
q_balance_eq,22,2.3458531884435004e-12
q_balance_eq,23,-1.0271597249838302e-11
q_balance_eq,24,8.69524529080437e-12
line_mva_ineq,1,-5.7538553921447786e-09
line_mva_ineq,2,-1.484277346979197e-10
line_mva_ineq,3,-1.5657849743058186e-10
line_mva_ineq,4,-6.807499618830474e-10
line_mva_ineq,5,-2.5541997787255173e-09
line_mva_ineq,6,-3.95953155559328e-09
line_mva_ineq,7,-2.6960926376171587e-09
line_mva_ineq,8,-1.6819241454947999e-09
line_mva_ineq,9,-4.19020456371234e-09
line_mva_ineq,10,-1.7482765988508067e-09
line_mva_ineq,11,-2.3493026704538354e-09
line_mva_ineq,12,-4.065326499499635e-09
line_mva_ineq,13,1.3165871181616913e-09
line_mva_ineq,14,-2.7514797174086256e-09
line_mva_ineq,15,-2.8924776166721842e-09
line_mva_ineq,16,-2.9904079841819033e-09
line_mva_ineq,17,-2.9500460514175503e-09
line_mva_ineq,18,-2.0164263993046475e-09
line_mva_ineq,19,-1.9689999410157148e-09
line_mva_ineq,20,-1.3660451416950768e-09
line_mva_ineq,21,-1.2095096924963181e-09
line_mva_ineq,22,-9.961719662878388e-10
line_mva_ineq,23,-2.1496618800818072e-09
line_mva_ineq,24,-4.656719388047005e-10
line_mva_ineq,25,-9.563428879512201e-10
line_mva_ineq,26,-9.563428879647726e-10
line_mva_ineq,27,-9.84571241765162e-10
line_mva_ineq,28,-9.816020137114203e-10
line_mva_ineq,29,-6.198747902338749e-10
line_mva_ineq,30,-2.7553642510644854e-10
line_mva_ineq,31,-1.1695615125113757e-09
line_mva_ineq,32,-1.0362914144252928e-09
line_mva_ineq,33,-1.0362911370457193e-09
line_mva_ineq,34,-1.5391492458280585e-09
line_mva_ineq,35,-1.5391492458280585e-09
line_mva_ineq,36,-4.89451176992374e-10
line_mva_ineq,37,-4.894511734206588e-10
line_mva_ineq,38,-1.5694350967016736e-09
