constraint_type,component_id,value,lower,upper
p_balance_eq,1,-5.1075835150648976e-14,0.0,0.0
p_balance_eq,2,5.681670259461867e-14,0.0,0.0
p_balance_eq,3,-2.256625367526386e-14,0.0,0.0
p_balance_eq,4,-1.8204393985906796e-14,0.0,0.0
p_balance_eq,5,2.4188276029476694e-14,0.0,0.0
p_balance_eq,6,-1.1999963197596719e-14,0.0,0.0
p_balance_eq,7,8.979948539324448e-15,0.0,0.0
p_balance_eq,8,-3.0538786966903195e-14,0.0,0.0
p_balance_eq,9,7.298716379812876e-14,0.0,0.0
p_balance_eq,10,-2.2901532185676688e-14,0.0,0.0
p_balance_eq,11,-7.801925863579152e-14,0.0,0.0
p_balance_eq,12,5.6614735211642404e-14,0.0,0.0
p_balance_eq,13,-2.4764071239328275e-14,0.0,0.0
p_balance_eq,14,6.082592891550661e-14,0.0,0.0
p_balance_eq,15,1.306583862642225e-13,0.0,0.0
p_balance_eq,16,-5.982487657932127e-14,0.0,0.0
p_balance_eq,17,-2.915835365584034e-14,0.0,0.0
p_balance_eq,18,8.058327734207418e-14,0.0,0.0
p_balance_eq,19,-5.046283401858925e-14,0.0,0.0
p_balance_eq,20,4.283415629298664e-14,0.0,0.0
p_balance_eq,21,-2.095134385670912e-14,0.0,0.0
p_balance_eq,22,-3.4417782819183736e-14,0.0,0.0
p_balance_eq,23,-1.2561804217268643e-13,0.0,0.0
p_balance_eq,24,-1.792984858484505e-14,0.0,0.0
q_balance_eq,1,1.1522673176126309e-12,0.0,0.0
q_balance_eq,2,2.6366224233477596e-12,0.0,0.0
q_balance_eq,3,3.2686536582861997e-13,0.0,0.0
q_balance_eq,4,3.5947152643867747e-13,0.0,0.0
q_balance_eq,5,2.514137105425439e-13,0.0,0.0
q_balance_eq,6,-3.8730279122440713e-14,0.0,0.0
q_balance_eq,7,-4.0570261858113507e-13,0.0,0.0
q_balance_eq,8,1.252167154211785e-13,0.0,0.0
q_balance_eq,9,8.482253604268964e-13,0.0,0.0
q_balance_eq,10,2.889892703055743e-13,0.0,0.0
q_balance_eq,11,-9.581023532190128e-13,0.0,0.0
q_balance_eq,12,4.316763443487008e-13,0.0,0.0
q_balance_eq,13,4.747500906870819e-13,0.0,0.0
q_balance_eq,14,-7.883665042738631e-13,0.0,0.0
q_balance_eq,15,3.2688587291978947e-12,0.0,0.0
q_balance_eq,16,3.3556231439222295e-12,0.0,0.0
q_balance_eq,17,1.4457009418403612e-12,0.0,0.0
q_balance_eq,18,2.6949090652249774e-12,0.0,0.0
q_balance_eq,19,2.807262470646741e-12,0.0,0.0
q_balance_eq,20,-1.4802633140306742e-12,0.0,0.0
q_balance_eq,21,-8.934768267786024e-13,0.0,0.0
q_balance_eq,22,9.013956996860003e-14,0.0,0.0
q_balance_eq,23,2.7553143135331643e-12,0.0,0.0
q_balance_eq,24,7.615087751119943e-13,0.0,0.0
line_mva_ineq,1,-3.0585588024999386,-1e+19,0.0
line_mva_ineq,2,-5.129601772085754,-1e+19,0.0
line_mva_ineq,3,-2.5835273021719973,-1e+19,0.0
line_mva_ineq,4,-2.7920729361442156,-1e+19,0.0
line_mva_ineq,5,-2.7508236616616903,-1e+19,0.0
line_mva_ineq,6,-2.4653853881220136,-1e+19,0.0
line_mva_ineq,7,-15.70675103583875,-1e+19,0.0
line_mva_ineq,8,-3.0152561956850605,-1e+19,0.0
line_mva_ineq,9,-3.049123173627421,-1e+19,0.0
line_mva_ineq,10,-5.691952704246808,-1e+19,0.0
line_mva_ineq,11,-0.14854634052465593,-1e+19,0.0
line_mva_ineq,12,-3.061452046923086,-1e+19,0.0
line_mva_ineq,13,-3.0551607132525116,-1e+19,0.0
line_mva_ineq,14,-15.326802977689711,-1e+19,0.0
line_mva_ineq,15,-14.19968653021643,-1e+19,0.0
line_mva_ineq,16,-8.014063689213982,-1e+19,0.0
line_mva_ineq,17,-13.70956716268607,-1e+19,0.0
line_mva_ineq,18,-18.531290792001485,-1e+19,0.0
line_mva_ineq,19,-4.794179204278955,-1e+19,0.0
line_mva_ineq,20,-22.34072685954285,-1e+19,0.0
line_mva_ineq,21,-23.301747312263046,-1e+19,0.0
line_mva_ineq,22,-24.67322338183138,-1e+19,0.0
line_mva_ineq,23,-4.012997465436447,-1e+19,0.0
line_mva_ineq,24,-22.574145248339065,-1e+19,0.0
line_mva_ineq,25,-24.937306736381597,-1e+19,0.0
line_mva_ineq,26,-24.937306736381597,-1e+19,0.0
line_mva_ineq,27,-24.69802015805311,-1e+19,0.0
line_mva_ineq,28,-24.565162271790097,-1e+19,0.0
line_mva_ineq,29,-20.81947115475611,-1e+19,0.0
line_mva_ineq,30,-22.231011635909013,-1e+19,0.0
line_mva_ineq,31,-23.671204268992078,-1e+19,0.0
line_mva_ineq,32,-24.456618194367113,-1e+19,0.0
line_mva_ineq,33,-24.456618194367113,-1e+19,0.0
line_mva_ineq,34,-21.45857569249084,-1e+19,0.0
line_mva_ineq,35,-21.45857569249084,-1e+19,0.0
line_mva_ineq,36,-18.65603999734825,-1e+19,0.0
line_mva_ineq,37,-18.65603999734825,-1e+19,0.0
line_mva_ineq,38,-21.583791993706186,-1e+19,0.0
