constraint_type,component_id,value,lower,upper
p_balance_eq,1,3.3298443692427124e-09,0.0,0.0
p_balance_eq,2,3.881166643599933e-09,0.0,0.0
p_balance_eq,3,-3.1107447011857636e-09,0.0,0.0
p_balance_eq,4,-2.474709353949688e-09,0.0,0.0
p_balance_eq,5,-2.448570019437685e-09,0.0,0.0
p_balance_eq,6,-4.767164592862333e-09,0.0,0.0
p_balance_eq,7,8.246883188776651e-09,0.0,0.0
p_balance_eq,8,-7.923984850279764e-09,0.0,0.0
p_balance_eq,9,-4.744152589758761e-09,0.0,0.0
p_balance_eq,10,-5.34966748887993e-09,0.0,0.0
p_balance_eq,11,7.947425984235283e-10,0.0,0.0
p_balance_eq,12,2.0222648828383216e-09,0.0,0.0
p_balance_eq,13,9.224571754493893e-09,0.0,0.0
p_balance_eq,14,-2.6188089364595328e-09,0.0,0.0
p_balance_eq,15,-1.7796814208000531e-09,0.0,0.0
p_balance_eq,16,9.540039219697213e-10,0.0,0.0
p_balance_eq,17,4.1373986640628395e-10,0.0,0.0
p_balance_eq,18,-3.864709404814693e-09,0.0,0.0
p_balance_eq,19,-2.7307236043755317e-09,0.0,0.0
p_balance_eq,20,-1.719848069973732e-09,0.0,0.0
p_balance_eq,21,7.672806764878986e-10,0.0,0.0
p_balance_eq,22,2.5911495225343714e-09,0.0,0.0
p_balance_eq,23,1.0882621019560248e-08,0.0,0.0
p_balance_eq,24,4.253835795732863e-10,0.0,0.0
q_balance_eq,1,-3.862274132442818e-08,0.0,0.0
q_balance_eq,2,-3.7304136200320134e-08,0.0,0.0
q_balance_eq,3,-1.0330847774471356e-08,0.0,0.0
q_balance_eq,4,-7.919118520422612e-09,0.0,0.0
q_balance_eq,5,-1.0579760521696707e-08,0.0,0.0
q_balance_eq,6,-1.0537145663593252e-08,0.0,0.0
q_balance_eq,7,-9.518035104478934e-09,0.0,0.0
q_balance_eq,8,-1.3844217144550799e-08,0.0,0.0
q_balance_eq,9,-2.028651003114966e-08,0.0,0.0
q_balance_eq,10,-2.5939919939598934e-08,0.0,0.0
q_balance_eq,11,-2.502037828236753e-08,0.0,0.0
q_balance_eq,12,-1.949589364739132e-08,0.0,0.0
q_balance_eq,13,-1.8770699142513555e-08,0.0,0.0
q_balance_eq,14,-1.6521302322554543e-08,0.0,0.0
q_balance_eq,15,-3.37718466165639e-08,0.0,0.0
q_balance_eq,16,-4.490790287029529e-08,0.0,0.0
q_balance_eq,17,-3.144407923155228e-08,0.0,0.0
q_balance_eq,18,-3.998366345381417e-08,0.0,0.0
q_balance_eq,19,-2.594307923179748e-08,0.0,0.0
q_balance_eq,20,-3.67877362674462e-08,0.0,0.0
q_balance_eq,21,-3.5339465411712026e-08,0.0,0.0
q_balance_eq,22,-2.0347411121241516e-09,0.0,0.0
q_balance_eq,23,-2.581629388479066e-08,0.0,0.0
q_balance_eq,24,-1.0476202341012089e-08,0.0,0.0
line_mva_ineq,1,-3.0604139757534057,-1e+19,0.0
line_mva_ineq,2,-5.164991654015456,-1e+19,0.0
line_mva_ineq,3,-2.6161970870964364,-1e+19,0.0
line_mva_ineq,4,-2.818896594331575,-1e+19,0.0
line_mva_ineq,5,-2.7725606588774183,-1e+19,0.0
line_mva_ineq,6,-2.4789720761405865,-1e+19,0.0
line_mva_ineq,7,-15.70795800596187,-1e+19,0.0
line_mva_ineq,8,-3.0183121100523618,-1e+19,0.0
line_mva_ineq,9,-3.0615997056686046,-1e+19,0.0
line_mva_ineq,10,-5.681866901633423,-1e+19,0.0
line_mva_ineq,11,-0.10552024965186829,-1e+19,0.0
line_mva_ineq,12,-3.062076647347185,-1e+19,0.0
line_mva_ineq,13,-3.0553449089970366,-1e+19,0.0
line_mva_ineq,14,-15.330007988313593,-1e+19,0.0
line_mva_ineq,15,-14.22288932563811,-1e+19,0.0
line_mva_ineq,16,-7.995449240202476,-1e+19,0.0
line_mva_ineq,17,-13.705280090075501,-1e+19,0.0
line_mva_ineq,18,-18.529290047173447,-1e+19,0.0
line_mva_ineq,19,-4.81721280172622,-1e+19,0.0
line_mva_ineq,20,-22.31281057840472,-1e+19,0.0
line_mva_ineq,21,-23.308052396503047,-1e+19,0.0
line_mva_ineq,22,-24.680355897230914,-1e+19,0.0
line_mva_ineq,23,-3.9754272813827454,-1e+19,0.0
line_mva_ineq,24,-22.64240942192253,-1e+19,0.0
line_mva_ineq,25,-24.948181421484207,-1e+19,0.0
line_mva_ineq,26,-24.948181421484207,-1e+19,0.0
line_mva_ineq,27,-24.692801012569753,-1e+19,0.0
line_mva_ineq,28,-24.634153894769135,-1e+19,0.0
line_mva_ineq,29,-20.91245971846953,-1e+19,0.0
line_mva_ineq,30,-22.25161709390435,-1e+19,0.0
line_mva_ineq,31,-23.672423809741346,-1e+19,0.0
line_mva_ineq,32,-24.452817838851026,-1e+19,0.0
line_mva_ineq,33,-24.452817838851026,-1e+19,0.0
line_mva_ineq,34,-21.500512184087185,-1e+19,0.0
line_mva_ineq,35,-21.500512184087185,-1e+19,0.0
line_mva_ineq,36,-18.714544949075794,-1e+19,0.0
line_mva_ineq,37,-18.714544949075794,-1e+19,0.0
line_mva_ineq,38,-21.582010895569603,-1e+19,0.0
