component_type,component_id,value,unit
bus_voltage,1,1.0358809346250542,p.u.
bus_voltage,2,1.0364114978148824,p.u.
bus_voltage,3,0.9959819522203661,p.u.
bus_voltage,4,1.010825180051606,p.u.
bus_voltage,5,1.014325678595076,p.u.
bus_voltage,6,0.998336965855865,p.u.
bus_voltage,7,1.0217462231538577,p.u.
bus_voltage,8,1.000378193708632,p.u.
bus_voltage,9,1.005644750120747,p.u.
bus_voltage,10,1.0044174603083194,p.u.
bus_voltage,11,1.0202621799574896,p.u.
bus_voltage,12,1.0326773427486462,p.u.
bus_voltage,13,1.0572610993236786,p.u.
bus_voltage,14,1.0114989692458412,p.u.
bus_voltage,15,1.0106998489193253,p.u.
bus_voltage,16,1.017760771858348,p.u.
bus_voltage,17,1.0057355467692815,p.u.
bus_voltage,18,0.9999365477724315,p.u.
bus_voltage,19,1.033032537208355,p.u.
bus_voltage,20,1.055713547744274,p.u.
bus_voltage,21,1.0032404775155868,p.u.
bus_voltage,22,1.0087059946748134,p.u.
bus_voltage,23,1.0728620133202351,p.u.
bus_voltage,24,1.0044598489206242,p.u.
bus_angle,13,0.0,rad
bus_angle,1,-0.13991732098446538,rad
bus_angle,2,-0.13928581235136864,rad
bus_angle,3,-0.2100715843040247,rad
bus_angle,4,-0.19615141297357583,rad
bus_angle,5,-0.19082579562700455,rad
bus_angle,6,-0.2338558887388569,rad
bus_angle,7,-0.07625696996160063,rad
bus_angle,8,-0.17553627331755786,rad
bus_angle,9,-0.17463969291091,rad
bus_angle,10,-0.18905350263859522,rad
bus_angle,11,-0.10860769940871384,rad
bus_angle,12,-0.06799356314585704,rad
bus_angle,14,-0.1356646748097025,rad
bus_angle,15,-0.1379409470373376,rad
bus_angle,16,-0.11259309988980566,rad
bus_angle,17,-0.12416197687395543,rad
bus_angle,18,-0.147206078355831,rad
bus_angle,19,-0.06985203784551547,rad
bus_angle,20,-0.004265292016272197,rad
bus_angle,21,-0.12843038187453124,rad
bus_angle,22,-0.004300970509550796,rad
bus_angle,23,0.04140111710979187,rad
bus_angle,24,-0.16525483904128646,rad
reactive_generation,1,6.879072589046764,Mvar
reactive_generation,2,6.879072589046806,Mvar
reactive_generation,3,25.66795327571009,Mvar
reactive_generation,4,25.667954006768284,Mvar
reactive_generation,5,6.678627546023887,Mvar
reactive_generation,6,6.678627546024024,Mvar
reactive_generation,7,27.11355350622473,Mvar
reactive_generation,8,27.113553794966958,Mvar
reactive_generation,9,40.3741804124161,Mvar
reactive_generation,10,13.190622122682939,Mvar
reactive_generation,11,13.190622884266546,Mvar
reactive_generation,12,62.39030739958532,Mvar
reactive_generation,13,62.39030739958531,Mvar
reactive_generation,14,62.39030866834867,Mvar
reactive_generation,20,63.37952916949264,Mvar
reactive_generation,21,63.32639207206226,Mvar
reactive_generation,24,4.895708435674042,Mvar
reactive_generation,25,4.8950727358159964,Mvar
reactive_generation,26,4.896109373407243,Mvar
reactive_generation,27,4.8958505828704775,Mvar
reactive_generation,28,4.895348521004316,Mvar
reactive_generation,29,4.895399360338549,Mvar
reactive_generation,30,74.56259564132591,Mvar
reactive_generation,31,74.56259564132591,Mvar
reactive_generation,32,104.11886526040433,Mvar
p_balance_slack,1,9.990214367368834e-06,MW
p_balance_slack,2,9.990214654641326e-06,MW
p_balance_slack,3,9.990192760101833e-06,MW
p_balance_slack,4,9.990199767356016e-06,MW
p_balance_slack,5,9.990201405669028e-06,MW
p_balance_slack,6,9.990178266419729e-06,MW
p_balance_slack,7,9.990208063126985e-06,MW
p_balance_slack,8,9.990208102525852e-06,MW
p_balance_slack,9,9.990208429210527e-06,MW
p_balance_slack,10,9.990203822749457e-06,MW
p_balance_slack,11,9.990216360905345e-06,MW
p_balance_slack,12,9.990208854909974e-06,MW
p_balance_slack,13,9.990181431255312e-06,MW
p_balance_slack,14,9.990214585619157e-06,MW
p_balance_slack,15,9.990214483889868e-06,MW
p_balance_slack,16,9.990215107387463e-06,MW
p_balance_slack,17,9.99021653003096e-06,MW
p_balance_slack,18,9.990213433760304e-06,MW
p_balance_slack,19,9.990209018893523e-06,MW
p_balance_slack,20,9.990179084277073e-06,MW
p_balance_slack,21,9.99021693144361e-06,MW
p_balance_slack,22,9.990173628164305e-06,MW
p_balance_slack,23,9.990150816923257e-06,MW
p_balance_slack,24,9.99020988575356e-06,MW
q_balance_slack,1,9.989668147381511e-06,Mvar
q_balance_slack,2,9.989634168708266e-06,Mvar
q_balance_slack,3,9.989684165770324e-06,Mvar
q_balance_slack,4,9.989598534854058e-06,Mvar
q_balance_slack,5,9.98959400159605e-06,Mvar
q_balance_slack,6,9.98967902786824e-06,Mvar
q_balance_slack,7,9.989636494341498e-06,Mvar
q_balance_slack,8,9.989710796856471e-06,Mvar
q_balance_slack,9,9.989676664748995e-06,Mvar
q_balance_slack,10,9.989643077340093e-06,Mvar
q_balance_slack,11,9.989615058307972e-06,Mvar
q_balance_slack,12,9.989595635073618e-06,Mvar
q_balance_slack,13,9.989586492636807e-06,Mvar
q_balance_slack,14,9.98964428107853e-06,Mvar
q_balance_slack,15,9.989619043692418e-06,Mvar
q_balance_slack,16,9.989610736600238e-06,Mvar
q_balance_slack,17,9.989657164344371e-06,Mvar
