component_type,component_id,value,unit
bus_voltage,1,1.0169592094968405,p.u.
bus_voltage,2,1.0171047827958448,p.u.
bus_voltage,3,0.9898708072775666,p.u.
bus_voltage,4,0.9975761760738886,p.u.
bus_voltage,5,0.9997691149019078,p.u.
bus_voltage,6,0.9875729777306397,p.u.
bus_voltage,7,1.0538209782392796,p.u.
bus_voltage,8,1.0172728034583447,p.u.
bus_voltage,9,0.9954624574462323,p.u.
bus_voltage,10,0.9935277684238517,p.u.
bus_voltage,11,1.0046422602715033,p.u.
bus_voltage,12,1.009904607102467,p.u.
bus_voltage,13,1.0278502302596733,p.u.
bus_voltage,14,1.0014727391286564,p.u.
bus_voltage,15,1.00825190494177,p.u.
bus_voltage,16,1.0099979937722539,p.u.
bus_voltage,17,1.0047947857709156,p.u.
bus_voltage,18,1.0009680091123099,p.u.
bus_voltage,19,1.0123340983007998,p.u.
bus_voltage,20,1.0203538336315074,p.u.
bus_voltage,21,1.004398313120851,p.u.
bus_voltage,22,1.0201341106730186,p.u.
bus_voltage,23,1.0274888728978417,p.u.
bus_voltage,24,1.0006979184839693,p.u.
bus_angle,13,0.0,rad
bus_angle,1,-0.09251131439090436,rad
bus_angle,2,-0.09218827458656415,rad
bus_angle,3,-0.16761685934693266,rad
bus_angle,4,-0.16444670754807075,rad
bus_angle,5,-0.15708205250929919,rad
bus_angle,6,-0.20526312366729246,rad
bus_angle,7,-0.27056435882914265,rad
bus_angle,8,-0.27347823748415423,rad
bus_angle,9,-0.16686498819691567,rad
bus_angle,10,-0.17876470639495842,rad
bus_angle,11,-0.09396280918377631,rad
bus_angle,12,-0.0766076015639808,rad
bus_angle,14,-0.10059045067634137,rad
bus_angle,15,-0.1005609088477089,rad
bus_angle,16,-0.08703228491288048,rad
bus_angle,17,-0.08757169131232473,rad
bus_angle,18,-0.10467577606518975,rad
bus_angle,19,-0.07867335183326625,rad
bus_angle,20,-0.045553934321563884,rad
bus_angle,21,-0.0878922665388964,rad
bus_angle,22,0.03326861956477452,rad
bus_angle,23,-0.017865638021384626,rad
bus_angle,24,-0.12589473750134025,rad
reactive_generation,1,5.484700949088046,Mvar
reactive_generation,2,5.484700949088046,Mvar
reactive_generation,3,21.024439745312407,Mvar
reactive_generation,4,21.02443976792239,Mvar
reactive_generation,5,5.482357324709924,Mvar
reactive_generation,6,5.482357324709924,Mvar
reactive_generation,7,20.926369928316834,Mvar
reactive_generation,8,20.926369933726793,Mvar
reactive_generation,10,40.7429026104322,Mvar
