constraint_type,component_id,value,lower,upper,variable_name,master_value
p_balance_eq,1,-1.4242569831032868e-13,0.0,0.0,,
p_balance_eq,2,1.0267476735633611e-13,0.0,0.0,,
p_balance_eq,3,7.0048481243451845e-15,0.0,0.0,,
p_balance_eq,4,-2.463728141855262e-14,0.0,0.0,,
p_balance_eq,5,2.7019472644245878e-14,0.0,0.0,,
p_balance_eq,6,-1.739374025670412e-14,0.0,0.0,,
p_balance_eq,7,-2.9051643598112294e-14,0.0,0.0,,
p_balance_eq,8,4.031743505944572e-14,0.0,0.0,,
p_balance_eq,9,2.934018621862742e-14,0.0,0.0,,
p_balance_eq,10,-1.8435305331723686e-14,0.0,0.0,,
p_balance_eq,11,-7.584099143918268e-14,0.0,0.0,,
p_balance_eq,12,-1.6981203871172228e-14,0.0,0.0,,
p_balance_eq,13,5.470258035607245e-14,0.0,0.0,,
p_balance_eq,14,-9.158210011205904e-15,0.0,0.0,,
p_balance_eq,15,-6.940457187914681e-14,0.0,0.0,,
p_balance_eq,16,-8.728318767617718e-14,0.0,0.0,,
p_balance_eq,17,1.7835437530214432e-13,0.0,0.0,,
p_balance_eq,18,-4.122138523262372e-13,0.0,0.0,,
p_balance_eq,19,4.652262648334243e-14,0.0,0.0,,
p_balance_eq,20,-6.53434478495806e-14,0.0,0.0,,
p_balance_eq,21,2.1859192837840038e-13,0.0,0.0,,
p_balance_eq,22,5.715470092782513e-14,0.0,0.0,,
p_balance_eq,23,-2.938574473272844e-14,0.0,0.0,,
p_balance_eq,24,-1.2812380449395578e-14,0.0,0.0,,
q_balance_eq,1,-7.97319257973383e-13,0.0,0.0,,
q_balance_eq,2,7.882159814369383e-13,0.0,0.0,,
q_balance_eq,3,-1.8660290835041584e-13,0.0,0.0,,
q_balance_eq,4,-2.4507819208828378e-14,0.0,0.0,,
q_balance_eq,5,2.885271375998818e-13,0.0,0.0,,
q_balance_eq,6,1.7512583214368636e-14,0.0,0.0,,
q_balance_eq,7,2.857998575281806e-13,0.0,0.0,,
q_balance_eq,8,3.3692947249471666e-13,0.0,0.0,,
q_balance_eq,9,7.103759727604777e-13,0.0,0.0,,
q_balance_eq,10,4.073125808802449e-14,0.0,0.0,,
q_balance_eq,11,-6.109995389952556e-13,0.0,0.0,,
