constraint_type,component_id,multiplier
p_balance_eq,1,-1.5689366779317428e-12
p_balance_eq,2,-1.4809842813729398e-12
p_balance_eq,3,7.353421746829965e-12
p_balance_eq,4,3.516107365873244e-11
p_balance_eq,5,1.1602109355760357e-11
p_balance_eq,6,2.799534613004642e-11
p_balance_eq,7,-6.236022727371696e-11
p_balance_eq,8,1.6943165999513328e-11
p_balance_eq,9,4.2963174662594486e-11
p_balance_eq,10,-4.708305848403474e-12
p_balance_eq,11,1.1302758951372041e-11
p_balance_eq,12,-3.906204078677396e-11
p_balance_eq,13,-3.5366856226502076e-11
p_balance_eq,14,1.8177708312780368e-11
p_balance_eq,15,1.6239556607574987e-11
p_balance_eq,16,-1.70989621980631e-11
p_balance_eq,17,4.901516727181259e-12
p_balance_eq,18,2.310743914937215e-11
p_balance_eq,19,-2.0857845908398074e-11
p_balance_eq,20,-3.606000556598137e-11
p_balance_eq,21,4.13313699219539e-12
p_balance_eq,22,-9.077173136909493e-12
p_balance_eq,23,-3.4346384379820835e-11
p_balance_eq,24,4.1878417102991533e-11
q_balance_eq,1,-6.600868511288858e-13
q_balance_eq,2,-4.1399104806137323e-13
q_balance_eq,3,4.636682356549487e-12
q_balance_eq,4,9.371785717379875e-12
q_balance_eq,5,4.223851509433959e-12
q_balance_eq,6,8.556533176607516e-12
q_balance_eq,7,-7.958683506219284e-12
q_balance_eq,8,9.701110008859147e-12
q_balance_eq,9,1.1531350924607089e-11
q_balance_eq,10,2.40225279958823e-12
q_balance_eq,11,5.627759630692789e-12
q_balance_eq,12,-7.527492886595707e-12
q_balance_eq,13,-7.733197455137709e-12
q_balance_eq,14,9.119679245108959e-12
q_balance_eq,15,6.6742567027911025e-12
q_balance_eq,16,-2.7586896677430076e-12
q_balance_eq,17,1.1741079608342386e-11
q_balance_eq,18,1.5296405550747008e-11
q_balance_eq,19,-2.944541938060648e-12
q_balance_eq,20,-7.011813659656139e-12
q_balance_eq,21,1.1195537520968697e-11
q_balance_eq,22,1.0634567729454381e-11
q_balance_eq,23,-6.530872726463383e-12
q_balance_eq,24,1.55605169370777e-11
line_mva_ineq,1,-1.9447969521647672e-09
line_mva_ineq,2,-1.6546750813594311e-09
line_mva_ineq,3,-2.1440047092106345e-09
line_mva_ineq,4,-1.7820291830342972e-09
line_mva_ineq,5,-2.138616962771982e-09
line_mva_ineq,6,4.361504903753838e-09
line_mva_ineq,7,3.4660728841769066e-09
line_mva_ineq,8,-1.7835119617257624e-09
line_mva_ineq,9,-2.03703602024792e-09
line_mva_ineq,10,-2.3001146259452413e-09
line_mva_ineq,11,-2.295574792690859e-09
line_mva_ineq,12,-1.9871210207897962e-09
line_mva_ineq,13,-1.9259547191711244e-09
line_mva_ineq,14,-2.698083373161949e-09
line_mva_ineq,15,-3.729271651772611e-09
line_mva_ineq,16,7.304250347490513e-10
line_mva_ineq,17,-3.147046603211711e-10
line_mva_ineq,18,-1.3452711752581178e-09
line_mva_ineq,19,-1.1145751445469497e-09
line_mva_ineq,20,2.386652272521874e-10
line_mva_ineq,21,2.1260443263880969e-10
line_mva_ineq,22,-1.87358542801712e-09
line_mva_ineq,23,-2.5604117124104703e-09
line_mva_ineq,24,-1.1037227938818958e-09
line_mva_ineq,25,-2.188316264166057e-09
line_mva_ineq,26,-2.1884690822047705e-09
line_mva_ineq,27,-1.7741736110214585e-09
line_mva_ineq,28,-1.97582526543082e-09
line_mva_ineq,29,3.559107572150665e-11
line_mva_ineq,30,-4.466072501676819e-10
line_mva_ineq,31,-9.653746175262266e-11
line_mva_ineq,32,-1.4740264261625953e-09
line_mva_ineq,33,-1.4737812598350348e-09
line_mva_ineq,34,-3.2082056593442305e-10
line_mva_ineq,35,-3.2062003345914085e-10
line_mva_ineq,36,7.641365199735151e-11
line_mva_ineq,37,6.842346491074761e-11
line_mva_ineq,38,-4.4580270943430656e-10
