constraint_type,component_id,multiplier
p_balance_eq,1,-0.0003245417836161084
p_balance_eq,2,-0.00032453283087561233
p_balance_eq,3,-0.0003253406179540627
p_balance_eq,4,-0.000325108971298304
p_balance_eq,5,-0.0003250485955486268
p_balance_eq,6,-0.0003254896592850243
p_balance_eq,7,0.00012015217156968181
p_balance_eq,8,-0.00032491338152170596
p_balance_eq,9,-0.0003249454317026494
p_balance_eq,10,-0.00032506558478694666
p_balance_eq,11,-0.0003243108790638292
p_balance_eq,12,-0.00032397176075423466
p_balance_eq,13,-0.000323426050497131
p_balance_eq,14,-0.0003244820077044245
p_balance_eq,15,-0.00032452632444022756
p_balance_eq,16,-0.00032429676506783625
p_balance_eq,17,-0.00032439305339244413
p_balance_eq,18,-0.0003245965536443283
p_balance_eq,19,-0.0003239351959996982
p_balance_eq,20,-0.0003233750405110561
p_balance_eq,21,-0.0003244321006677417
p_balance_eq,22,-0.00032338182276752005
p_balance_eq,23,-0.00032299166008323813
p_balance_eq,24,-0.0003248167634206889
q_balance_eq,1,-4.5206921584531155e-06
q_balance_eq,2,-4.527808418535496e-06
q_balance_eq,3,-4.724554481406814e-06
q_balance_eq,4,-4.664938752911998e-06
q_balance_eq,5,-4.658786397350637e-06
q_balance_eq,6,-4.806465366395844e-06
q_balance_eq,7,0.0001528355840973216
q_balance_eq,8,-4.630645592250769e-06
q_balance_eq,9,-4.697472091647793e-06
q_balance_eq,10,-4.741816097997794e-06
q_balance_eq,11,-4.562701555953518e-06
q_balance_eq,12,-4.513536037165704e-06
q_balance_eq,13,-4.288183233960275e-06
q_balance_eq,14,-4.54977298263719e-06
q_balance_eq,15,-4.473877787095049e-06
q_balance_eq,16,-4.442726305578021e-06
q_balance_eq,17,-4.4712116055506715e-06
q_balance_eq,18,-4.510260805093832e-06
q_balance_eq,19,-4.39554684516994e-06
q_balance_eq,20,-4.268448269339857e-06
q_balance_eq,21,-4.478741801211968e-06
q_balance_eq,22,-4.250043393989985e-06
q_balance_eq,23,-4.153335187574839e-06
q_balance_eq,24,-4.554517290679605e-06
line_mva_ineq,1,6.206901319202725e-10
line_mva_ineq,2,3.695024090190875e-10
line_mva_ineq,3,7.128103277623522e-10
line_mva_ineq,4,6.379754931383752e-10
line_mva_ineq,5,6.778838937027015e-10
line_mva_ineq,6,7.883410878903065e-10
line_mva_ineq,7,1.2214742070194945e-10
line_mva_ineq,8,6.293593293593367e-10
line_mva_ineq,9,6.19451728262153e-10
line_mva_ineq,10,3.358166197151261e-10
line_mva_ineq,11,0.013463571270099523
line_mva_ineq,12,6.193233782851614e-10
line_mva_ineq,13,6.209462781822351e-10
line_mva_ineq,14,1.247116299842965e-10
line_mva_ineq,15,1.3425607220549115e-10
line_mva_ineq,16,2.3991903998724265e-10
line_mva_ineq,17,1.3860187142744439e-10
line_mva_ineq,18,1.0127687179104742e-10
line_mva_ineq,19,3.7889428017963557e-10
line_mva_ineq,20,8.52689995012972e-11
line_mva_ineq,21,8.153534921578452e-11
line_mva_ineq,22,7.686464718472839e-11
line_mva_ineq,23,4.646822400288076e-10
line_mva_ineq,24,8.49136716646419e-11
line_mva_ineq,25,7.598405272178221e-11
line_mva_ineq,26,7.598405290229491e-11
line_mva_ineq,27,7.741947495046795e-11
line_mva_ineq,28,7.665064627400378e-11
line_mva_ineq,29,8.997337766609982e-11
line_mva_ineq,30,8.541678224857171e-11
line_mva_ineq,31,8.021333703040406e-11
line_mva_ineq,32,7.751315903286401e-11
line_mva_ineq,33,7.75131648215966e-11
line_mva_ineq,34,8.788204150255975e-11
line_mva_ineq,35,8.788204004634927e-11
line_mva_ineq,36,1.0066813276576773e-10
line_mva_ineq,37,1.0066812086357646e-10
line_mva_ineq,38,8.839332834159804e-11
