constraint_type,component_id,value,lower,upper
p_balance_eq,1,5.575906168129316e-14,0.0,0.0
p_balance_eq,2,-5.929334392316141e-14,0.0,0.0
p_balance_eq,3,-2.252415359668648e-14,0.0,0.0
p_balance_eq,4,7.766457798868889e-15,0.0,0.0
p_balance_eq,5,3.772166617016818e-14,0.0,0.0
p_balance_eq,6,-1.6755057085683644e-14,0.0,0.0
p_balance_eq,7,1.7178233052066e-14,0.0,0.0
p_balance_eq,8,-3.880419206445107e-14,0.0,0.0
p_balance_eq,9,-1.992287645215295e-14,0.0,0.0
p_balance_eq,10,-2.644446602206819e-14,0.0,0.0
p_balance_eq,11,4.624162245605787e-14,0.0,0.0
p_balance_eq,12,1.9195370865184545e-14,0.0,0.0
p_balance_eq,13,-1.5215046155489867e-14,0.0,0.0
p_balance_eq,14,3.48085182707192e-14,0.0,0.0
p_balance_eq,15,8.949873618092647e-14,0.0,0.0
p_balance_eq,16,-1.4698186651075293e-13,0.0,0.0
p_balance_eq,17,8.674412405008328e-14,0.0,0.0
p_balance_eq,18,1.1592342313664333e-13,0.0,0.0
p_balance_eq,19,-2.2982664389496494e-14,0.0,0.0
p_balance_eq,20,1.2763880274572039e-13,0.0,0.0
p_balance_eq,21,-1.785280001156725e-13,0.0,0.0
p_balance_eq,22,-2.650554472086175e-14,0.0,0.0
p_balance_eq,23,-1.7690012645786004e-13,0.0,0.0
p_balance_eq,24,-1.3056470780838797e-15,0.0,0.0
q_balance_eq,1,-2.01446451615064e-12,0.0,0.0
q_balance_eq,2,4.1960216243019976e-13,0.0,0.0
q_balance_eq,3,5.919857957108849e-14,0.0,0.0
q_balance_eq,4,1.402316170085946e-13,0.0,0.0
q_balance_eq,5,-9.333154417362618e-14,0.0,0.0
q_balance_eq,6,1.3929590055879572e-13,0.0,0.0
q_balance_eq,7,2.521443814916362e-13,0.0,0.0
q_balance_eq,8,9.795703355045373e-14,0.0,0.0
q_balance_eq,9,1.66356525451751e-13,0.0,0.0
q_balance_eq,10,-2.2493292035956564e-13,0.0,0.0
q_balance_eq,11,1.274989833559303e-12,0.0,0.0
q_balance_eq,12,-1.1553276052994133e-13,0.0,0.0
q_balance_eq,13,4.726670266056126e-13,0.0,0.0
q_balance_eq,14,7.120925180623735e-14,0.0,0.0
q_balance_eq,15,-7.554058239529629e-13,0.0,0.0
q_balance_eq,16,-3.4229835550961415e-12,0.0,0.0
q_balance_eq,17,-3.747118470408739e-12,0.0,0.0
q_balance_eq,18,-2.307283657785686e-12,0.0,0.0
q_balance_eq,19,3.998336670500463e-13,0.0,0.0
q_balance_eq,20,3.5929070489441623e-12,0.0,0.0
q_balance_eq,21,2.3846737920172668e-12,0.0,0.0
q_balance_eq,22,-3.507088266037307e-13,0.0,0.0
q_balance_eq,23,-2.0066473685120757e-12,0.0,0.0
q_balance_eq,24,-2.5824770619219724e-13,0.0,0.0
line_mva_ineq,1,-3.058417919560713,-1e+19,0.0
line_mva_ineq,2,-5.136182045628972,-1e+19,0.0
line_mva_ineq,3,-2.639247065218751,-1e+19,0.0
line_mva_ineq,4,-2.8228245019442815,-1e+19,0.0
line_mva_ineq,5,-2.7838927928042105,-1e+19,0.0
line_mva_ineq,6,-2.429274850978418,-1e+19,0.0
line_mva_ineq,7,-15.608578143762177,-1e+19,0.0
line_mva_ineq,8,-3.016009050513962,-1e+19,0.0
line_mva_ineq,9,-3.060191342805753,-1e+19,0.0
line_mva_ineq,10,-5.664942857232581,-1e+19,0.0
line_mva_ineq,11,-0.08756723716939388,-1e+19,0.0
line_mva_ineq,12,-3.056745167336987,-1e+19,0.0
line_mva_ineq,13,-3.050670016097584,-1e+19,0.0
line_mva_ineq,14,-15.259199045312055,-1e+19,0.0
line_mva_ineq,15,-14.136327867726186,-1e+19,0.0
line_mva_ineq,16,-7.953587045584219,-1e+19,0.0
line_mva_ineq,17,-13.672645473681744,-1e+19,0.0
line_mva_ineq,18,-18.459059478660315,-1e+19,0.0
line_mva_ineq,19,-4.888110949936885,-1e+19,0.0
line_mva_ineq,20,-22.214219944626457,-1e+19,0.0
line_mva_ineq,21,-23.252997137925185,-1e+19,0.0
line_mva_ineq,22,-24.669365313056396,-1e+19,0.0
line_mva_ineq,23,-4.040903365996453,-1e+19,0.0
line_mva_ineq,24,-22.401973546249632,-1e+19,0.0
line_mva_ineq,25,-24.950688558333717,-1e+19,0.0
line_mva_ineq,26,-24.950688558333717,-1e+19,0.0
line_mva_ineq,27,-24.58662787313212,-1e+19,0.0
line_mva_ineq,28,-24.64319191330722,-1e+19,0.0
line_mva_ineq,29,-20.809476112242873,-1e+19,0.0
line_mva_ineq,30,-22.20299961133122,-1e+19,0.0
line_mva_ineq,31,-23.67523912664569,-1e+19,0.0
line_mva_ineq,32,-24.46352209439882,-1e+19,0.0
line_mva_ineq,33,-24.46352209439882,-1e+19,0.0
line_mva_ineq,34,-21.45167538967103,-1e+19,0.0
line_mva_ineq,35,-21.45167538967103,-1e+19,0.0
line_mva_ineq,36,-18.64763609732322,-1e+19,0.0
line_mva_ineq,37,-18.647636097323208,-1e+19,0.0
line_mva_ineq,38,-21.564610136768238,-1e+19,0.0
