constraint_type,component_id,multiplier
p_balance_eq,1,4.526309271972797e-11
p_balance_eq,2,3.655778374062025e-11
p_balance_eq,3,-5.0124724117433116e-11
p_balance_eq,4,4.991985956340093e-11
p_balance_eq,5,7.212922349853524e-11
p_balance_eq,6,-1.506547674823796e-10
p_balance_eq,7,6.975172851729507e-10
p_balance_eq,8,2.6479267131416894e-11
p_balance_eq,9,1.5653067250473607e-11
p_balance_eq,10,4.4598498468821394e-11
p_balance_eq,11,-2.7961925902623665e-11
p_balance_eq,12,-6.019765279646821e-11
p_balance_eq,13,-1.180607454237515e-10
p_balance_eq,14,1.266398153752014e-11
p_balance_eq,15,-2.7738514387436753e-11
p_balance_eq,16,-4.405104816714441e-11
p_balance_eq,17,-2.9848423866344655e-11
p_balance_eq,18,-1.0741690019659803e-11
p_balance_eq,19,-6.645173440059445e-11
p_balance_eq,20,-1.1965596109608147e-10
p_balance_eq,21,-3.309246364685336e-11
p_balance_eq,22,-8.576299895548868e-11
p_balance_eq,23,-1.4170152806568534e-10
p_balance_eq,24,-3.347197509656517e-11
q_balance_eq,1,4.474052347285727e-11
q_balance_eq,2,4.217998877894091e-11
q_balance_eq,3,-8.487252716540924e-12
q_balance_eq,4,3.374605684757656e-11
q_balance_eq,5,4.549300868310789e-11
q_balance_eq,6,-5.967272607171157e-12
q_balance_eq,7,2.400501912774515e-10
q_balance_eq,8,2.2419803890687977e-11
q_balance_eq,9,2.0261279652856678e-11
q_balance_eq,10,2.5649752318064877e-11
q_balance_eq,11,1.1314938404587402e-11
q_balance_eq,12,9.252538130849142e-12
q_balance_eq,13,-1.0334929992473156e-11
q_balance_eq,14,1.8783802808067166e-11
q_balance_eq,15,-6.689419541541839e-12
q_balance_eq,16,-7.071468013607592e-12
q_balance_eq,17,-9.465867773033237e-13
q_balance_eq,18,2.2518827768933125e-12
q_balance_eq,19,-6.108584758985176e-12
q_balance_eq,20,-1.1820854242726961e-11
q_balance_eq,21,-3.4529309873273875e-12
q_balance_eq,22,-8.622189940929736e-12
q_balance_eq,23,-1.4908530532088525e-11
q_balance_eq,24,-7.048003643223307e-12
line_mva_ineq,1,-5.3355130167268394e-09
line_mva_ineq,2,2.6459638215263534e-08
line_mva_ineq,3,-3.6895238754657795e-09
line_mva_ineq,4,-2.7695533467409535e-09
line_mva_ineq,5,1.739629859266233e-08
line_mva_ineq,6,9.860874572449889e-09
line_mva_ineq,7,-2.1837798080068474e-09
line_mva_ineq,8,-4.2430993899619885e-09
line_mva_ineq,9,-1.0577629102563247e-09
line_mva_ineq,10,1.3337317076619043e-08
line_mva_ineq,11,2.046584773113168e-08
line_mva_ineq,12,-1.0205840322179282e-09
line_mva_ineq,13,-4.1857883207807975e-09
line_mva_ineq,14,-2.210513371225439e-09
line_mva_ineq,15,-2.299895280915724e-09
line_mva_ineq,16,-3.939210856096226e-09
line_mva_ineq,17,-2.3420979380003003e-09
line_mva_ineq,18,-1.893186518840753e-09
line_mva_ineq,19,-3.1037085838227227e-09
line_mva_ineq,20,-1.756260839916529e-09
line_mva_ineq,21,-1.713235422328963e-09
line_mva_ineq,22,-1.656822154084476e-09
line_mva_ineq,23,-5.284226261062197e-09
line_mva_ineq,24,-7.777755041985727e-10
line_mva_ineq,25,-1.6464505447090401e-09
line_mva_ineq,26,-1.6464505445599623e-09
line_mva_ineq,27,-1.6580968875331244e-09
line_mva_ineq,28,-1.6555783753646943e-09
line_mva_ineq,29,-8.945262704167654e-10
line_mva_ineq,30,-5.305056472800678e-10
line_mva_ineq,31,-1.703152579809132e-09
line_mva_ineq,32,-1.667799842372501e-09
line_mva_ineq,33,-1.6677998417490847e-09
line_mva_ineq,34,-1.8009454804916619e-09
line_mva_ineq,35,-1.8009454813590236e-09
line_mva_ineq,36,-6.029595641131149e-10
line_mva_ineq,37,-6.029596507340597e-10
line_mva_ineq,38,-1.8075109405035832e-09
