constraint_type,component_id,value,lower,upper
p_balance_eq,1,9.635192220903283e-14,0.0,0.0
p_balance_eq,2,1.19044023804435e-13,0.0,0.0
p_balance_eq,3,-1.5451709109128497e-13,0.0,0.0
p_balance_eq,4,-9.149680304723759e-14,0.0,0.0
p_balance_eq,5,-6.963868670357021e-14,0.0,0.0
p_balance_eq,6,-1.1553908617199142e-13,0.0,0.0
p_balance_eq,7,7.571218567999256e-14,0.0,0.0
p_balance_eq,8,-6.751286948112126e-14,0.0,0.0
p_balance_eq,9,-3.5063492975534634e-14,0.0,0.0
p_balance_eq,10,-1.7472402935966207e-13,0.0,0.0
p_balance_eq,11,1.7650351937393421e-13,0.0,0.0
p_balance_eq,12,6.005431578187583e-14,0.0,0.0
p_balance_eq,13,1.1463374347664814e-13,0.0,0.0
p_balance_eq,14,-1.2007427760147692e-13,0.0,0.0
p_balance_eq,15,-1.814104820342991e-13,0.0,0.0
p_balance_eq,16,2.538658497490214e-13,0.0,0.0
p_balance_eq,17,-3.2518744268802014e-14,0.0,0.0
p_balance_eq,18,-2.133357526686074e-13,0.0,0.0
p_balance_eq,19,-1.3502636915475527e-14,0.0,0.0
p_balance_eq,20,3.9732875599688897e-14,0.0,0.0
p_balance_eq,21,1.8454608196152075e-13,0.0,0.0
p_balance_eq,22,8.573596341340459e-14,0.0,0.0
p_balance_eq,23,-1.9468641481660675e-14,0.0,0.0
p_balance_eq,24,-1.8346246593583474e-14,0.0,0.0
q_balance_eq,1,-3.17036523664766e-11,0.0,0.0
q_balance_eq,2,-3.266976673234589e-11,0.0,0.0
q_balance_eq,3,-9.656892272428663e-12,0.0,0.0
q_balance_eq,4,-6.830036051839886e-12,0.0,0.0
q_balance_eq,5,-9.16196474647779e-12,0.0,0.0
q_balance_eq,6,-8.890916460699218e-12,0.0,0.0
q_balance_eq,7,-6.18448182070205e-12,0.0,0.0
q_balance_eq,8,-1.0849875247476496e-11,0.0,0.0
q_balance_eq,9,-1.797517335342801e-11,0.0,0.0
q_balance_eq,10,-2.2185229754624267e-11,0.0,0.0
q_balance_eq,11,-2.5596376114068022e-11,0.0,0.0
q_balance_eq,12,-1.821046347926441e-11,0.0,0.0
q_balance_eq,13,-1.6017383260359707e-11,0.0,0.0
q_balance_eq,14,-1.740983864387415e-11,0.0,0.0
q_balance_eq,15,-4.0662718116555923e-11,0.0,0.0
q_balance_eq,16,-6.02548787520383e-11,0.0,0.0
q_balance_eq,17,-4.083607237166713e-11,0.0,0.0
q_balance_eq,18,-5.2040549767467875e-11,0.0,0.0
q_balance_eq,19,-2.974173009009072e-11,0.0,0.0
q_balance_eq,20,-4.312238774493716e-11,0.0,0.0
q_balance_eq,21,-5.2212642791367653e-11,0.0,0.0
q_balance_eq,22,-7.98352963429685e-12,0.0,0.0
q_balance_eq,23,-3.041473772038135e-11,0.0,0.0
q_balance_eq,24,-1.2054296456341196e-11,0.0,0.0
line_mva_ineq,1,-3.05858384981926,-1e+19,0.0
line_mva_ineq,2,-5.118969918939743,-1e+19,0.0
line_mva_ineq,3,-2.588979138065202,-1e+19,0.0
line_mva_ineq,4,-2.7922453817437614,-1e+19,0.0
line_mva_ineq,5,-2.7534299134805393,-1e+19,0.0
line_mva_ineq,6,-2.4438142681412844,-1e+19,0.0
line_mva_ineq,7,-15.637844135704576,-1e+19,0.0
line_mva_ineq,8,-3.0131332990400184,-1e+19,0.0
line_mva_ineq,9,-3.0455758616762023,-1e+19,0.0
line_mva_ineq,10,-5.684035219527883,-1e+19,0.0
line_mva_ineq,11,-0.05495700635682083,-1e+19,0.0
line_mva_ineq,12,-3.062311707212344,-1e+19,0.0
line_mva_ineq,13,-3.0555051361997756,-1e+19,0.0
line_mva_ineq,14,-15.282453112850167,-1e+19,0.0
line_mva_ineq,15,-14.198008163977477,-1e+19,0.0
line_mva_ineq,16,-7.979519856774795,-1e+19,0.0
line_mva_ineq,17,-13.735807281514381,-1e+19,0.0
line_mva_ineq,18,-18.64137844863879,-1e+19,0.0
line_mva_ineq,19,-4.885089420984484,-1e+19,0.0
line_mva_ineq,20,-22.276878329792474,-1e+19,0.0
line_mva_ineq,21,-23.389148831755985,-1e+19,0.0
line_mva_ineq,22,-24.694508033838645,-1e+19,0.0
line_mva_ineq,23,-4.055169666867448,-1e+19,0.0
line_mva_ineq,24,-22.580850501896283,-1e+19,0.0
line_mva_ineq,25,-24.95416868596172,-1e+19,0.0
line_mva_ineq,26,-24.95416868596172,-1e+19,0.0
line_mva_ineq,27,-24.62244701709412,-1e+19,0.0
line_mva_ineq,28,-24.730738145337373,-1e+19,0.0
line_mva_ineq,29,-21.228910574804836,-1e+19,0.0
line_mva_ineq,30,-22.260780037970488,-1e+19,0.0
line_mva_ineq,31,-23.66258418572093,-1e+19,0.0
line_mva_ineq,32,-24.45262537747101,-1e+19,0.0
line_mva_ineq,33,-24.45262537747101,-1e+19,0.0
line_mva_ineq,34,-21.677182045361697,-1e+19,0.0
line_mva_ineq,35,-21.677182045361697,-1e+19,0.0
line_mva_ineq,36,-19.011361554335174,-1e+19,0.0
line_mva_ineq,37,-19.011361554335174,-1e+19,0.0
line_mva_ineq,38,-21.52868508507988,-1e+19,0.0
